"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes","comedy","horror","action","drama","scifi","arthouse","documentary","rotten","fresh","cert_fresh"
"934",934,"Bustin' Down the Door","PG","Documentary, Sports & Fitness",95,"Fresh",79,38,109427,2008,7,313,0,0,0,0,0,0,1,0,1,0
"935",935,"Ninja Assassin","R","Action & Adventure, Drama",99,"Rotten",26,116,38122883,2009,6.3,72507,0,0,1,1,0,0,0,1,0,0
"936",936,"11-11-11","PG-13","Drama, Horror",82,"Rotten",7,14,32771,2011,3.9,12389,0,1,0,1,0,0,0,1,0,0
"937",937,"The 11th Hour","PG","Documentary, Special Interest",95,"Fresh",67,93,707343,2007,7.2,5796,0,0,0,0,0,0,1,0,1,0
"938",938,"The Informant!","R","Comedy, Drama, Mystery & Suspense",108,"Certified-Fresh",79,231,33316821,2009,6.5,65511,1,0,0,1,0,0,0,0,0,1
"939",939,"The Wrecking Crew","PG","Documentary, Musical & Performing Arts",102,"Certified-Fresh",94,71,801606,2015,5.4,3331,0,0,0,0,0,0,1,0,0,1
"940",940,"Nobel Son","PG-13","Comedy, Drama, Mystery & Suspense",110,"Rotten",25,65,540382,2008,6.2,5945,1,0,0,1,0,0,0,1,0,0
"941",941,"17 Again","PG-13","Comedy, Drama, Science Fiction & Fantasy",102,"Rotten",56,148,64167069,2009,6.4,200883,1,0,0,1,1,0,0,1,0,0
"942",942,"Dark Streets","R","Drama, Musical & Performing Arts",83,"Rotten",19,36,16815,2008,5.6,31,0,0,0,1,0,0,0,1,0,0
"943",943,"Green Zone","R","Drama, Mystery & Suspense",115,"Rotten",53,188,35053660,2010,6.8,137622,0,0,0,1,0,0,0,1,0,0
"944",944,"Easy Virtue","PG-13","Comedy, Romance",96,"Rotten",52,126,2656784,2009,5.5,2835,1,0,0,0,0,0,0,1,0,0
"945",945,"Dear Zachary: A Letter to a Son About His Father","NR","Documentary, Drama, Special Interest",95,"Certified-Fresh",94,51,18334,2008,8.5,37075,0,0,0,1,0,0,1,0,0,1
"946",946,"Me and Orson Welles","PG-13","Art House & International, Comedy, Drama",107,"Certified-Fresh",85,157,1190003,2009,6.7,11445,1,0,0,1,0,1,0,0,0,1
"947",947,"The Crazies","R","Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",101,"Fresh",70,155,39123589,2010,6.1,13428,0,1,1,1,1,0,0,0,1,0
"948",948,"9","PG-13","Action & Adventure, Animation, Drama, Science Fiction & Fantasy",79,"Rotten",57,184,31749894,2009,7.7,1750,0,0,1,1,1,0,0,1,0,0
"949",949,"The Three Stooges","PG","Comedy",92,"Rotten",52,149,44338224,2012,6.9,2039,1,0,0,0,0,0,0,1,0,0
"950",950,"Paper Man","R","Comedy, Drama",110,"Rotten",32,31,13514,2010,5.9,450,1,0,0,1,0,0,0,1,0,0
"951",951,"Creation","PG-13","Drama",108,"Rotten",46,113,341323,2010,6.6,14572,0,0,0,1,0,0,0,1,0,0
"952",952,"Tennessee","R","Drama",99,"Rotten",33,21,16100,2009,5.7,848,0,0,0,1,0,0,0,1,0,0
"953",953,"Free Style","PG","Drama, Kids & Family",94,"Rotten",33,18,141108,2009,3.9,461,0,0,0,1,0,0,0,1,0,0
"954",954,"Islander","R","Drama",100,"Fresh",88,8,102737,2007,6.5,286,0,0,0,1,0,0,0,0,1,0
"955",955,"Obsessed","PG-13","Drama, Mystery & Suspense",108,"Rotten",19,90,68261644,2009,6.4,125,0,0,0,1,0,0,0,1,0,0
"956",956,"Katyn","NR","Art House & International, Drama",121,"Certified-Fresh",91,68,118095,2009,7,16631,0,0,0,1,0,1,0,0,0,1
"957",957,"Weather Girl","R","Comedy",93,"Rotten",33,9,22779,2009,5.8,3246,1,0,0,0,0,0,0,1,0,0
"958",958,"Adam","PG-13","Drama, Romance",97,"Fresh",66,134,2277396,2009,7.2,662,0,0,0,1,0,0,0,0,1,0
"959",959,"Tyson","R","Documentary, Sports & Fitness",90,"Certified-Fresh",85,147,887918,2009,6.2,2268,0,0,0,0,0,0,1,0,0,1
"960",960,"The Boys Are Back","PG-13","Drama",104,"Fresh",73,124,809752,2009,6.8,10282,0,0,0,1,0,0,0,0,1,0
"961",961,"Splice","R","Horror, Science Fiction & Fantasy",107,"Certified-Fresh",75,194,17010170,2010,5.8,97709,0,1,0,0,1,0,0,0,0,1
"962",962,"It's Complicated","R","Comedy, Romance",120,"Rotten",58,182,112735375,2009,6.5,93028,1,0,0,0,0,0,0,1,0,0
"963",963,"The Cove","PG-13","Documentary",94,"Certified-Fresh",95,133,857005,2009,8.4,49714,0,0,0,0,0,0,1,0,0,1
"964",964,"New York","NR","Action & Adventure, Art House & International, Drama",154,"Rotten",57,7,997437,2009,6.8,11571,0,0,1,1,0,1,0,1,0,0
"965",965,"Puss in Boots","PG","Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",90,"Certified-Fresh",86,154,149260504,2011,7.2,20,1,0,1,0,1,0,0,0,0,1
"966",966,"Mystery Team","R","Comedy, Mystery & Suspense",106,"Rotten",58,19,89442,2009,6.6,9441,1,0,0,0,0,0,0,1,0,0
"967",967,"Reunion","NR","Drama",95,"Rotten",19,16,8030,2009,5.5,21,0,0,0,1,0,0,0,1,0,0
"968",968,"The Last Word","R","Comedy, Drama",94,"Rotten",40,5,1783421,2017,5.3,126,1,0,0,1,0,0,0,1,0,0
"969",969,"The Twilight Saga: Eclipse","PG-13","Drama, Science Fiction & Fantasy, Romance",124,"Rotten",48,245,300531751,2010,5,246011,0,0,0,1,1,0,0,1,0,0
"970",970,"Antichrist","NR","Art House & International, Drama, Horror, Mystery & Suspense",109,"Rotten",53,176,404122,2009,6.5,127019,0,1,0,1,0,1,0,1,0,0
"971",971,"Splinterheads","R","Comedy",94,"Rotten",27,11,16392,2009,5.8,1515,1,0,0,0,0,0,0,1,0,0
"972",972,"Extract","R","Comedy",91,"Fresh",62,188,10823158,2009,6.1,48545,1,0,0,0,0,0,0,0,1,0
"973",973,"The Debt","R","Drama, Mystery & Suspense",112,"Certified-Fresh",77,185,31177548,2011,6.7,274,0,0,0,1,0,0,0,0,0,1
"974",974,"Everybody's Fine","PG-13","Comedy, Drama",95,"Rotten",48,143,9208876,2009,7.1,61737,1,0,0,1,0,0,0,1,0,0
"975",975,"Howl","R","Animation, Drama, Special Interest",84,"Fresh",63,109,617334,2010,6.6,13069,0,0,0,1,0,0,0,0,1,0
"976",976,"Life During Wartime","R","Comedy, Drama",98,"Fresh",68,104,281447,2010,5.2,972,1,0,0,1,0,0,0,0,1,0
"977",977,"The Skeptic","NR","Horror, Mystery & Suspense",89,"Rotten",8,12,6671,2009,5.6,4240,0,1,0,0,0,0,0,1,0,0
"978",978,"Remember Me","PG-13","Drama, Romance",113,"Rotten",27,139,19068240,2010,5.7,35,0,0,0,1,0,0,0,1,0,0
"979",979,"Uncle Nino","PG","Comedy, Drama",100,"Rotten",21,33,165000,2005,6.5,807,1,0,0,1,0,0,0,1,0,0
"980",980,"Get Him to the Greek","R","Comedy",108,"Certified-Fresh",72,200,60974475,2010,6.3,179008,1,0,0,0,0,0,0,0,0,1
"981",981,"The Eclipse","R","Art House & International, Drama, Horror, Romance",88,"Certified-Fresh",75,84,133411,2010,6,3003,0,1,0,1,0,1,0,0,0,1
"982",982,"The Blind Side","PG-13","Comedy, Drama, Sports & Fitness",128,"Fresh",66,204,255959475,2009,7.6,330758,1,0,0,1,0,0,0,0,1,0
"983",983,"The Sunchaser","R","Action & Adventure, Drama, Mystery & Suspense",122,"Rotten",17,6,21508,1996,6.1,4742,0,0,1,1,0,0,0,1,0,0
"984",984,"Furry Vengeance","PG","Comedy, Kids & Family",91,"Rotten",7,95,17630465,2010,3.8,17231,1,0,0,0,0,0,0,1,0,0
"985",985,"Warrior","PG-13","Action & Adventure, Drama",139,"Certified-Fresh",83,191,13657115,2011,6.8,27,0,0,1,1,0,0,0,0,0,1
"986",986,"Beyond a Reasonable Doubt","PG-13","Drama, Mystery & Suspense",105,"Rotten",7,28,32917,2009,6.9,5462,0,0,0,1,0,0,0,1,0,0
"987",987,"Big Fan","R","Comedy, Drama",88,"Certified-Fresh",86,88,234540,2009,6.7,9461,1,0,0,1,0,0,0,0,0,1
"988",988,"Salt","PG-13","Action & Adventure, Mystery & Suspense",100,"Fresh",62,245,118311368,2010,6.3,7,0,0,1,0,0,0,0,0,1,0
"989",989,"Did You Hear About the Morgans?","PG-13","Comedy, Drama, Romance",103,"Rotten",11,122,29580087,2009,4.9,40797,1,0,0,1,0,0,0,1,0,0
"990",990,"World's Greatest Dad","R","Comedy, Drama",99,"Certified-Fresh",88,118,221805,2009,6.9,39257,1,0,0,1,0,0,0,0,0,1
"991",991,"Ghosted","NR","Art House & International, Mystery & Suspense, Gay & Lesbian",92,"Rotten",7,14,1780,2009,4.6,395,0,0,0,0,0,1,0,1,0,0
"992",992,"Death in Love","R","Drama",97,"Rotten",45,20,23412,2009,4.6,1148,0,0,0,1,0,0,0,1,0,0
"993",993,"The Way We Get By","NR","Documentary, Special Interest",84,"Fresh",92,25,106542,2009,7.4,304,0,0,0,0,0,0,1,0,1,0
"994",994,"Five Minutes of Heaven","R","Drama",90,"Certified-Fresh",75,44,15676,2009,6.6,12814,0,0,0,1,0,0,0,0,0,1
"995",995,"Brothers","R","Drama, Mystery & Suspense",104,"Fresh",64,157,28544157,2009,6.5,17,0,0,0,1,0,0,0,0,1,0
"996",996,"The Collector","R","Horror, Mystery & Suspense",88,"Rotten",29,73,7712114,2009,7.5,10927,0,1,0,0,0,0,0,1,0,0
"997",997,"Despicable Me","PG","Animation, Comedy, Kids & Family",95,"Certified-Fresh",81,201,251513985,2010,7.6,544707,1,0,0,0,0,0,0,0,0,1
"998",998,"Carriers","PG-13","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",84,"Fresh",66,38,104352,2009,5,230,0,1,0,1,1,0,0,0,1,0
"999",999,"Earth Days","NR","Documentary, Special Interest",102,"Fresh",82,33,26748,2009,7,196,0,0,0,0,0,0,1,0,1,0
"1000",1000,"Amreeka","PG-13","Drama",96,"Certified-Fresh",87,71,627436,2009,7,3616,0,0,0,1,0,0,0,0,0,1
"1001",1001,"I Sell the Dead","NR","Comedy, Horror",85,"Certified-Fresh",72,46,8050,2009,6,10857,1,1,0,0,0,0,0,0,0,1
"1002",1002,"My One and Only","PG-13","Comedy",108,"Fresh",68,72,2479538,2009,6.5,9022,1,0,0,0,0,0,0,0,1,0
"1003",1003,"We Live in Public","NR","Documentary, Special Interest",90,"Certified-Fresh",82,51,41711,2009,7.2,1908,0,0,0,0,0,0,1,0,0,1
"1004",1004,"Kick-Ass","R","Action & Adventure, Comedy, Drama",117,"Certified-Fresh",76,263,48071303,2010,7.6,560612,1,0,1,1,0,0,0,0,0,1
"1005",1005,"Loren Cass","NR","Drama, Musical & Performing Arts",83,"Fresh",69,13,8125,2009,4.9,283,0,0,0,1,0,0,0,0,1,0
"1006",1006,"White on Rice","PG-13","Comedy",90,"Rotten",45,11,69171,2009,6.1,540,1,0,0,0,0,0,0,1,0,0
"1007",1007,"A Single Man","R","Drama",99,"Certified-Fresh",85,192,9176000,2009,8,36,0,0,0,1,0,0,0,0,0,1
"1008",1008,"Not Forgotten","R","Mystery & Suspense",97,"Rotten",15,13,53744,2009,4.7,2737,0,0,0,0,0,0,0,1,0,0
"1009",1009,"Paheli","G","Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",140,"Rotten",57,7,1409499,2005,8.1,44,0,0,0,1,1,1,0,1,0,0
"1010",1010,"The Bounty Hunter","PG-13","Action & Adventure, Comedy, Romance",111,"Rotten",12,148,67061228,2010,6.6,1067,1,0,1,0,0,0,0,1,0,0
"1011",1011,"Fix","R","Action & Adventure, Drama",93,"Rotten",56,9,9890,2009,8,14,0,0,1,1,0,0,0,1,0,0
"1012",1012,"The Losers","PG-13","Action & Adventure, Drama, Mystery & Suspense",97,"Rotten",48,166,23591432,2010,5.4,554,0,0,1,1,0,0,0,1,0,0
"1013",1013,"127 Hours","R","Drama",93,"Certified-Fresh",93,235,18335230,2010,7.6,376016,0,0,0,1,0,0,0,0,0,1
"1014",1014,"12 Rounds","PG-13","Action & Adventure, Mystery & Suspense",108,"Rotten",30,71,12234694,2009,5.6,29152,0,0,1,0,0,0,0,1,0,0
"1015",1015,"12 Strong","R","Action & Adventure, Drama",130,"Rotten",50,171,45819713,2018,6.5,81861,0,0,1,1,0,0,0,1,0,0
"1016",1016,"12 Years a Slave","R","Drama",134,"Certified-Fresh",95,365,56671993,2013,8.1,696545,0,0,0,1,0,0,0,0,0,1
"1017",1017,"13 Going on 30","PG-13","Comedy, Romance",97,"Fresh",65,179,57231747,2004,6.2,191743,1,0,0,0,0,0,0,0,1,0
"1018",1018,"13 Sins","R","Horror, Mystery & Suspense",92,"Fresh",65,43,13809,2014,6.3,36729,0,1,0,0,0,0,0,0,1,0
"1019",1019,"13 Tzameti","NR","Art House & International, Drama, Mystery & Suspense",93,"Certified-Fresh",84,67,121390,2006,7.3,17498,0,0,0,1,0,1,0,0,0,1
"1020",1020,"The 13th Warrior","R","Action & Adventure, Cult Movies, Science Fiction & Fantasy",103,"Rotten",33,88,32698899,1999,6.6,125053,0,0,1,0,1,0,0,1,0,0
"1021",1021,"1408","PG-13","Horror, Mystery & Suspense",94,"Certified-Fresh",80,176,71985628,2007,6.8,273393,0,1,0,0,0,0,0,0,0,1
"1022",1022,"1492: Conquest of Paradise","PG-13","Action & Adventure, Art House & International, Classics, Drama",145,"Rotten",32,22,7191399,1992,6.4,30650,0,0,1,1,0,1,0,1,0,0
"1023",1023,"15 Minutes","R","Action & Adventure, Drama, Mystery & Suspense, Television",120,"Rotten",32,125,24403552,2001,6.1,50594,0,0,1,1,0,0,0,1,0,0
"1024",1024,"16 Blocks","PG-13","Action & Adventure, Drama, Mystery & Suspense",102,"Rotten",56,162,36895141,2006,6.6,131123,0,0,1,1,0,0,0,1,0,0
"1025",1025,"16 Years of Alcohol","R","Art House & International, Drama",97,"Fresh",80,15,8046,2005,6.2,1712,0,0,0,1,0,1,0,0,1,0
"1026",1026,"1984","R","Drama, Science Fiction & Fantasy, Romance",115,"Fresh",74,27,8430492,1984,6.9,3758,0,0,0,1,1,0,0,0,1,0
"1027",1027,"20,000 Days on Earth","NR","Documentary, Musical & Performing Arts, Special Interest",97,"Certified-Fresh",95,87,279558,2014,7.4,11561,0,0,0,0,0,0,1,0,0,1
"1028",1028,"What Women Want","NR","Art House & International, Comedy, Romance",116,"Rotten",0,5,182811707,2000,6.9,20,1,0,0,0,0,1,0,1,0,0
"1029",1029,"2012","PG-13","Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",158,"Rotten",39,244,166112167,2009,5.8,377141,0,0,1,1,1,0,0,1,0,0
"1030",1030,"20th Century Women","R","Comedy, Drama",118,"Certified-Fresh",88,222,5664764,2016,7.3,45664,1,0,0,1,0,0,0,0,0,1
"1031",1031,"21 Grams","R","Drama",125,"Certified-Fresh",80,183,16290476,2003,7.6,236927,0,0,0,1,0,0,0,0,0,1
"1032",1032,"21 Jump Street","R","Action & Adventure, Comedy",110,"Certified-Fresh",84,224,138447667,2012,7.2,555257,1,0,1,0,0,0,0,0,0,1
"1033",1033,"2:22","PG-13","Drama, Mystery & Suspense",99,"Rotten",22,9,422,2017,5.7,23579,0,0,0,1,0,0,0,1,0,0
"1034",1034,"22 Jump Street","R","Action & Adventure, Comedy",112,"Certified-Fresh",85,221,191719337,2014,7,376063,1,0,1,0,0,0,0,0,0,1
"1035",1035,"24 Hour Party People","R","Comedy, Drama, Musical & Performing Arts",117,"Certified-Fresh",86,100,1184096,2002,7.3,37549,1,0,0,1,0,0,0,0,0,1
"1036",1036,"My Soul to Take","R","Horror, Mystery & Suspense",107,"Rotten",10,63,14744435,2010,4.7,20681,0,1,0,0,0,0,0,1,0,0
"1037",1037,"25th Hour","R","Drama",134,"Certified-Fresh",78,176,13084595,2002,7.6,178967,0,0,0,1,0,0,0,0,0,1
"1038",1038,"27 Dresses","PG-13","Comedy, Romance",107,"Rotten",41,152,76808654,2008,6.1,164943,1,0,0,0,0,0,0,1,0,0
"1039",1039,"28 Days","PG-13","Comedy, Drama",103,"Rotten",33,85,37170488,2000,6.1,50328,1,0,0,1,0,0,0,1,0,0
"1040",1040,"28 Hotel Rooms","NR","Drama, Romance",82,"Rotten",47,15,18869,2012,5.7,3383,0,0,0,1,0,0,0,1,0,0
"1041",1041,"2 Days in New York","R","Comedy, Drama",95,"Fresh",66,109,633210,2012,6,14636,1,0,0,1,0,0,0,0,1,0
"1042",1042,"2 Days in Paris","R","Art House & International, Comedy, Drama, Romance",96,"Certified-Fresh",87,119,4433994,2007,6.7,31361,1,0,0,1,0,1,0,0,0,1
"1043",1043,"2 Days in the Valley","R","Comedy, Drama, Mystery & Suspense",107,"Rotten",59,54,11132210,1996,6.5,20477,1,0,0,1,0,0,0,1,0,0
"1044",1044,"2 Fast 2 Furious","PG-13","Action & Adventure, Drama, Mystery & Suspense",108,"Rotten",36,160,127154901,2003,5.9,273789,0,0,1,1,0,0,0,1,0,0
"1045",1045,"2 Guns","R","Action & Adventure, Drama, Mystery & Suspense",109,"Fresh",64,188,75612460,2013,6.7,211832,0,0,1,1,0,0,0,0,1,0
"1046",1046,"3 Backyards","R","Drama",87,"Fresh",76,17,43073,2011,5,735,0,0,0,1,0,0,0,0,1,0
"1047",1047,"300","R","Action & Adventure, Drama",117,"Fresh",61,235,210614939,2007,7.6,815938,0,0,1,1,0,0,0,0,1,0
"1048",1048,"3000 Miles to Graceland","R","Action & Adventure, Drama, Mystery & Suspense",125,"Rotten",14,96,15749959,2001,5.9,46974,0,0,1,1,0,0,0,1,0,0
"1049",1049,"30 Beats","R","Comedy, Romance",88,"Rotten",5,22,14693,2012,3.9,1016,1,0,0,0,0,0,0,1,0,0
"1050",1050,"30 Days of Night","R","Horror, Mystery & Suspense",113,"Rotten",51,158,39568996,2007,6.6,176980,0,1,0,0,0,0,0,1,0,0
"1051",1051,"30 Minutes or Less","R","Action & Adventure, Comedy",83,"Rotten",45,164,37053924,2011,6.1,101178,1,0,1,0,0,0,0,1,0,0
"1052",1052,"30 Years to Life","R","Comedy",103,"Fresh",67,9,103540,2002,5.8,282,1,0,0,0,0,0,0,0,1,0
"1053",1053,"31","R","Horror",102,"Rotten",47,45,779820,2016,5.1,21058,0,1,0,0,0,0,0,1,0,0
"1054",1054,"360","R","Drama, Romance",113,"Rotten",20,75,100343,2012,6.1,16971,0,0,0,1,0,0,0,1,0,0
"1055",1055,"3 Generations","PG-13","Comedy, Drama",94,"Rotten",32,44,155936,2017,5.9,6676,1,0,0,1,0,0,0,1,0,0
"1056",1056,"3 Ninjas","PG","Action & Adventure, Comedy, Kids & Family",84,"Rotten",32,22,29000301,1992,5.3,21895,1,0,1,0,0,0,0,1,0,0
"1057",1057,"3 Ninjas: High Noon at Mega Mountain","PG","Action & Adventure, Comedy, Kids & Family",93,"Rotten",0,6,375805,1998,2.9,12662,1,0,1,0,0,0,0,1,0,0
"1058",1058,"3 Ninjas Kick Back","PG","Action & Adventure, Comedy, Kids & Family",93,"Rotten",15,13,11798854,1994,4.5,9401,1,0,1,0,0,0,0,1,0,0
"1059",1059,"40 Days and 40 Nights","R","Comedy, Mystery & Suspense, Romance",94,"Rotten",39,137,37950822,2002,5.6,73807,1,0,0,0,0,0,0,1,0,0
"1060",1060,"42","PG-13","Drama",128,"Certified-Fresh",80,194,95020213,2013,7.5,95573,0,0,0,1,0,0,0,0,0,1
"1061",1061,"44 Inch Chest","R","Comedy, Drama, Mystery & Suspense",95,"Rotten",41,81,39033,2010,5.8,6898,1,0,0,1,0,0,0,1,0,0
"1062",1062,"45 Years","R","Drama",93,"Certified-Fresh",97,204,4247285,2015,7.1,33355,0,0,0,1,0,0,0,0,0,1
"1063",1063,"47 Meters Down","PG-13","Mystery & Suspense",89,"Rotten",53,156,44307191,2017,5.6,55612,0,0,0,0,0,0,0,1,0,0
"1064",1064,"47 Ronin","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy",119,"Rotten",16,88,38362475,2013,6.2,160407,0,0,1,1,1,0,0,1,0,0
"1065",1065,"4 Little Girls","NR","Documentary, Special Interest",102,"Fresh",100,27,130146,1997,7.8,3345,0,0,0,0,0,0,1,0,1,0
"1066",1066,"50/50","R","Comedy, Drama",99,"Certified-Fresh",93,199,35014192,2011,7.6,330313,1,0,0,1,0,0,0,0,0,1
"1067",1067,"50 First Dates","PG-13","Comedy",96,"Rotten",45,176,120908074,2004,6.8,354593,1,0,0,0,0,0,0,1,0,0
"1068",1068,"50 to 1","PG-13","Drama, Kids & Family",110,"Rotten",29,7,1064454,2014,6.3,2079,0,0,0,1,0,0,0,1,0,0
"1069",1069,"51 Birch Street","NR","Documentary, Special Interest",88,"Fresh",97,36,84689,2006,7.3,902,0,0,0,0,0,0,1,0,1,0
"1070",1070,"54","R","Drama",92,"Rotten",17,69,16757163,1998,5.8,33372,0,0,0,1,0,0,0,1,0,0
"1071",1071,"56 Up","NR","Documentary, Special Interest",143,"Certified-Fresh",99,69,701278,2013,7.9,2326,0,0,0,0,0,0,1,0,0,1
"1072",1072,"5 Flights Up","PG-13","Drama",92,"Rotten",46,63,1020921,2015,6.2,10641,0,0,0,1,0,0,0,1,0,0
"1073",1073,"5 to 7","R","Comedy, Romance",98,"Fresh",70,56,162685,2015,7.1,20351,1,0,0,0,0,0,0,0,1,0
"1074",1074,"5B","PG-13","Documentary",95,"Fresh",100,19,40000,2019,7.7,271,0,0,0,0,0,0,1,0,1,0
"1075",1075,"6 Month Rule","R","Comedy",99,"Rotten",22,9,14057,2012,4.8,715,1,0,0,0,0,0,0,1,0,0
"1076",1076,"'71","PG-13","Action & Adventure, Drama",99,"Certified-Fresh",96,138,1270847,2015,7.2,56513,0,0,1,1,0,0,0,0,0,1
"1077",1077,"7 Chinese Brothers","NR","Comedy",75,"Fresh",77,35,28180,2015,5.6,1566,1,0,0,0,0,0,0,0,1,0
"1078",1078,"8: The Mormon Proposition","R","Documentary, Special Interest, Faith & Spirituality",80,"Fresh",64,36,100280,2010,7.1,1250,0,0,0,0,0,0,1,0,1,0
"1079",1079,"84 Charing Cross Road","PG","Drama, Romance",97,"Fresh",87,15,1083486,1987,7.4,10264,0,0,0,1,0,0,0,0,1,0
"1080",1080,"88 Minutes","R","Drama, Mystery & Suspense",107,"Rotten",5,123,17213467,2008,5.9,76561,0,0,0,1,0,0,0,1,0,0
"1081",1081,"8 Heads in a Duffel Bag","R","Comedy",95,"Rotten",11,19,3602884,1997,5.4,10582,1,0,0,0,0,0,0,1,0,0
"1082",1082,"8 Mile","R","Drama",110,"Certified-Fresh",75,213,116750901,2002,7.2,288119,0,0,0,1,0,0,0,0,0,1
"1083",1083,"8 Seconds","PG-13","Drama, Romance",104,"Rotten",31,13,19623396,1994,6.5,5314,0,0,0,1,0,0,0,1,0,0
"1084",1084,"8MM","R","Action & Adventure, Mystery & Suspense",123,"Rotten",21,84,36663315,1999,6.5,133740,0,0,1,0,0,0,0,1,0,0
"1085",1085,"9/11","R","Drama",90,"Rotten",11,9,170000,2017,8.5,8327,0,0,0,1,0,0,0,1,0,0
"1086",1086,"95 Miles to Go","R","Comedy, Documentary",77,"Rotten",36,22,3195,2006,5.9,167,1,0,0,0,0,0,1,1,0,0
"1087",1087,"$9.99","R","Animation, Art House & International, Comedy",78,"Certified-Fresh",73,55,52384,2008,6.7,3345,1,0,0,0,0,1,0,0,0,1
"1088",1088,"99 Homes","R","Drama, Mystery & Suspense",110,"Certified-Fresh",93,155,1411927,2015,7.1,34172,0,0,0,1,0,0,0,0,0,1
"1089",1089,"The Rum Diary","R","Action & Adventure, Comedy, Drama",119,"Rotten",52,168,13109815,2011,6.1,105341,1,0,1,1,0,0,0,1,0,0
"1090",1090,"A Good Old Fashioned Orgy","R","Comedy",95,"Rotten",35,65,200227,2011,6.1,22835,1,0,0,0,0,0,0,1,0,0
"1091",1091,"A Little Help","R","Comedy, Drama",109,"Rotten",41,44,96868,2011,5.6,3428,1,0,0,1,0,0,0,1,0,0
"1092",1092,"A Rumor of Angels","PG-13","Drama",106,"Rotten",34,29,38610,2002,6.8,1581,0,0,0,1,0,0,0,1,0,0
"1093",1093,"A Troll in Central Park","G","Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",76,"Rotten",14,7,71368,1994,5.3,6833,0,0,0,0,1,0,0,1,0,0
"1094",1094,"A Wink and a Smile","NR","Documentary, Special Interest",91,"Rotten",40,15,20169,2009,7,105,0,0,0,0,0,0,1,1,0,0
"1095",1095,"A Bad Moms Christmas","R","Comedy",104,"Rotten",32,129,72110659,2017,5.5,50726,1,0,0,0,0,0,0,1,0,0
"1096",1096,"A Band Called Death","NR","Documentary, Musical & Performing Arts",98,"Certified-Fresh",94,52,127257,2013,7.5,3851,0,0,0,0,0,0,1,0,0,1
"1097",1097,"A Better Life","PG-13","Drama",98,"Certified-Fresh",85,107,1759252,2011,10,55,0,0,0,1,0,0,0,0,0,1
"1098",1098,"A Bigger Splash","R","Art House & International, Drama, Mystery & Suspense, Special Interest",125,"Certified-Fresh",90,181,2024099,2016,5.7,493,0,0,0,1,0,1,0,0,0,1
"1099",1099,"A Bird of the Air","PG-13","Comedy, Drama, Romance",98,"Rotten",30,10,10152,2011,6.5,1336,1,0,0,1,0,0,0,1,0,0
"1100",1100,"A Boy Called Po","PG","Drama",94,"Rotten",31,13,4550,2017,6.6,1837,0,0,0,1,0,0,0,1,0,0
"1101",1101,"A Brother's Kiss","R","Drama",92,"Fresh",100,5,52632,1997,6,388,0,0,0,1,0,0,0,0,1,0
"1102",1102,"A Case of You","R","Comedy, Romance",92,"Rotten",47,19,4187,2013,5.6,11970,1,0,0,0,0,0,0,1,0,0
"1103",1103,"A Ciambra","NR","Drama",118,"Certified-Fresh",89,56,41934,2018,6.9,2627,0,0,0,1,0,0,0,0,0,1
"1104",1104,"A Dangerous Method","R","Drama, Mystery & Suspense",99,"Certified-Fresh",78,189,5704709,2011,6.4,103930,0,0,0,1,0,0,0,0,0,1
"1105",1105,"Adrift","NR","Art House & International, Drama",97,"Fresh",71,14,31445012,2018,5.5,360,0,0,0,1,0,1,0,0,1,0
"1106",1106,"A Dog's Journey","PG","Drama, Kids & Family",108,"Rotten",50,84,22546590,2019,7.4,24846,0,0,0,1,0,0,0,1,0,0
"1107",1107,"A Dog's Purpose","PG","Comedy, Drama",120,"Rotten",35,147,64508620,2017,7.2,72602,1,0,0,1,0,0,0,1,0,0
"1108",1108,"A Dog's Way Home","PG","Drama",96,"Rotten",59,79,42004346,2019,6.7,18237,0,0,0,1,0,0,0,1,0,0
"1109",1109,"A Field in England","NR","Drama, Horror",90,"Certified-Fresh",86,72,32846,2014,6.2,12887,0,1,0,1,0,0,0,0,0,1
"1110",1110,"A Fierce Green Fire","NR","Documentary, Special Interest",101,"Fresh",70,20,29817,2013,7,225,0,0,0,0,0,0,1,0,1,0
"1111",1111,"A Four Letter Word","NR","Comedy, Romance, Gay & Lesbian",87,"Rotten",53,17,72568,2008,5.3,885,1,0,0,0,0,0,0,1,0,0
"1112",1112,"A Ghost Story","R","Drama",90,"Certified-Fresh",91,274,1596371,2017,6.8,72371,0,0,0,1,0,0,0,0,0,1
