"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes","comedy","horror","action","drama","scifi","arthouse","documentary","rotten","fresh","cert_fresh"
"5798",5798,"Roadside Romeo","PG","Animation, Art House & International, Comedy, Kids & Family",118,"Rotten",50,6,55202,2008,4.9,1519,1,0,0,0,0,1,0,1,0,0
"5799",5799,"Rob the Mob","R","Comedy, Drama",104,"Certified-Fresh",81,42,208693,2014,6.3,11280,1,0,0,1,0,0,0,0,0,1
"5800",5800,"Robin Hood: Men in Tights","PG-13","Comedy",102,"Rotten",40,42,35739755,1993,6.7,126872,1,0,0,0,0,0,0,1,0,0
"5801",5801,"Robin Hood: Prince of Thieves","PG-13","Action & Adventure, Drama, Romance",138,"Rotten",51,55,165493908,1991,6.9,193874,0,0,1,1,0,0,0,1,0,0
"5802",5802,"Robot & Frank","PG-13","Comedy, Drama, Science Fiction & Fantasy",90,"Certified-Fresh",86,139,3325038,2012,7,64338,1,0,0,1,1,0,0,0,0,1
"5803",5803,"Robot Stories","NR","Comedy, Drama, Science Fiction & Fantasy",85,"Fresh",74,43,131451,2004,6,1429,1,0,0,1,1,0,0,0,1,0
"5804",5804,"Robots","PG","Animation, Comedy, Kids & Family, Science Fiction & Fantasy",90,"Fresh",64,182,128200012,2005,6.4,147587,1,0,0,0,1,0,0,0,1,0
"5805",5805,"Rock Dog","PG","Animation, Comedy, Kids & Family",90,"Rotten",47,57,9420546,2017,5.9,5453,1,0,0,0,0,0,0,1,0,0
"5806",5806,"Rock of Ages","PG-13","Drama, Musical & Performing Arts",118,"Rotten",43,230,38518613,2012,1.5,268,0,0,0,1,0,0,0,1,0,0
"5807",5807,"Rock Star","R","Comedy, Drama, Musical & Performing Arts",106,"Rotten",53,129,17008282,2001,6.3,43603,1,0,0,1,0,0,0,1,0,0
"5808",5808,"Rock the Bells","NR","Documentary, Musical & Performing Arts",103,"Fresh",83,18,5347,2007,7.6,356,0,0,0,0,0,0,1,0,1,0
"5809",5809,"Rocket Science","R","Art House & International, Comedy, Drama",101,"Certified-Fresh",84,112,714943,2007,6.6,13357,1,0,0,1,0,1,0,0,0,1
"5810",5810,"The Rocketeer","PG","Action & Adventure, Drama, Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",109,"Fresh",65,63,46704056,1991,6.5,58157,0,0,1,1,1,0,0,0,1,0
"5811",5811,"Rocky Balboa","PG","Drama",102,"Certified-Fresh",77,182,70270943,2006,7.1,216570,0,0,0,1,0,0,0,0,0,1
"5812",5812,"Rocky III","PG","Action & Adventure, Drama",99,"Fresh",63,38,125049125,1982,6.8,190825,0,0,1,1,0,0,0,0,1,0
"5813",5813,"Rocky IV","PG","Drama",91,"Rotten",40,48,127873716,1985,6.8,205075,0,0,0,1,0,0,0,1,0,0
"5814",5814,"Rocky V","PG-13","Action & Adventure, Drama",104,"Rotten",29,35,40946358,1990,5.3,137562,0,0,1,1,0,0,0,1,0,0
"5815",5815,"Rodin","NR","Drama, Romance",119,"Rotten",32,41,44261,2018,5,1331,0,0,0,1,0,0,0,1,0,0
"5816",5816,"Roger Dodger","R","Comedy, Drama",104,"Certified-Fresh",88,123,1266828,2002,6.9,17504,1,0,0,1,0,0,0,0,0,1
"5817",5817,"Rogue","R","Action & Adventure, Mystery & Suspense",90,"Fresh",71,7,10452,2008,5.8,7,0,0,1,0,0,0,0,0,1,0
"5818",5818,"Role Models","R","Comedy",99,"Certified-Fresh",77,163,67294270,2008,6.8,231784,1,0,0,0,0,0,0,0,0,1
"5819",5819,"Roll Bounce","PG-13","Comedy, Drama",107,"Fresh",65,91,17380866,2005,6.2,7411,1,0,0,1,0,0,0,0,1,0
"5820",5820,"Rollerball","R","Action & Adventure, Science Fiction & Fantasy",128,"Fresh",66,32,18990798,2002,6.6,25545,0,0,1,0,1,0,0,0,1,0
"5821",5821,"Rollover","R","Drama, Mystery & Suspense, Romance",118,"Fresh",78,9,10851261,1981,5.4,1257,0,0,0,1,0,0,0,0,1,0
"5822",5822,"Roman J. Israel, Esq.","PG-13","Drama",117,"Rotten",54,173,11962778,2017,6.5,38289,0,0,0,1,0,0,0,1,0,0
"5823",5823,"Roman Polanski: Wanted and Desired","NR","Documentary, Musical & Performing Arts, Special Interest",100,"Certified-Fresh",85,48,59192,2008,7.3,5084,0,0,0,0,0,0,1,0,0,1
"5824",5824,"Romancing the Stone","PG","Action & Adventure",105,"Certified-Fresh",85,52,76572238,1984,6.9,94467,0,0,1,0,0,0,0,0,0,1
"5825",5825,"Romeo Is Bleeding","R","Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",108,"Rotten",26,39,3275585,1994,6.6,14245,1,0,1,1,0,1,0,1,0,0
"5826",5826,"Romeo Must Die","R","Action & Adventure",115,"Rotten",32,93,55973336,2000,6.1,70776,0,0,1,0,0,0,0,1,0,0
"5827",5827,"Romero","PG-13","Drama",105,"Fresh",78,9,1316495,1989,7.1,2324,0,0,0,1,0,0,0,0,1,0
"5828",5828,"Romper Stomper","R","Drama",85,"Fresh",79,28,175340,1993,6.8,39913,0,0,0,1,0,0,0,0,1,0
"5829",5829,"Romulus, My Father","R","Drama",103,"Rotten",55,11,4283,2008,6.6,4225,0,0,0,1,0,0,0,1,0,0
"5830",5830,"Ronin","R","Action & Adventure, Mystery & Suspense",118,"Fresh",68,68,41616262,1998,7.2,184202,0,0,1,0,0,0,0,0,1,0
"5831",5831,"Rookie of the Year","PG","Comedy, Kids & Family, Science Fiction & Fantasy",103,"Rotten",35,20,53615089,1993,6,28592,1,0,0,0,1,0,0,1,0,0
"5832",5832,"Room","R","Drama",118,"Certified-Fresh",93,312,14677654,2015,4.4,452,0,0,0,1,0,0,0,0,0,1
"5833",5833,"Room 237","NR","Documentary, Horror, Television",102,"Certified-Fresh",94,131,296359,2013,6.2,22225,0,1,0,0,0,0,1,0,0,1
"5834",5834,"Roommates","PG","Comedy",108,"Rotten",29,14,12096881,1995,5.7,13,1,0,0,0,0,0,0,1,0,0
"5835",5835,"Roseanne for President!","NR","Comedy, Documentary",97,"Fresh",60,10,7960,2016,4.9,115,1,0,0,0,0,0,1,0,1,0
"5836",5836,"Rosenstrasse","PG-13","Art House & International, Drama",135,"Rotten",55,62,734519,2004,6.7,2455,0,0,0,1,0,1,0,1,0,0
"5837",5837,"Rosewater","R","Drama",103,"Certified-Fresh",76,152,3128941,2014,6.6,10757,0,0,0,1,0,0,0,0,0,1
"5838",5838,"Rosewood","R","Action & Adventure, Drama",140,"Certified-Fresh",87,55,13130349,1997,7.2,8292,0,0,1,1,0,0,0,0,0,1
"5839",5839,"Rough Night","R","Comedy",96,"Rotten",44,169,22105643,2017,5.2,52374,1,0,0,0,0,0,0,1,0,0
"5840",5840,"'Round Midnight","R","Drama, Musical & Performing Arts",130,"Fresh",100,20,3272593,1986,7.4,5339,0,0,0,1,0,0,0,0,1,0
"5841",5841,"Roxanne","PG","Comedy, Romance",106,"Certified-Fresh",88,40,40050884,1987,6.6,45554,1,0,0,0,0,0,0,0,0,1
"5842",5842,"Rubber","R","Comedy, Drama, Horror",82,"Fresh",69,87,100370,2011,5.7,51,1,1,0,1,0,0,0,0,1,0
"5843",5843,"Ruby Sparks","R","Comedy, Drama",104,"Certified-Fresh",79,179,2540106,2012,7.2,101459,1,0,0,1,0,0,0,0,0,1
"5844",5844,"Rudderless","R","Drama",105,"Fresh",64,47,58293,2014,7.4,18832,0,0,0,1,0,0,0,0,1,0
"5845",5845,"Rudy","PG","Drama, Kids & Family",113,"Certified-Fresh",78,46,22881563,1993,7.5,63903,0,0,0,1,0,0,0,0,0,1
"5846",5846,"Rugrats Go Wild","PG","Animation, Comedy, Kids & Family",80,"Rotten",39,89,39402572,2003,5.5,8450,1,0,0,0,0,0,0,1,0,0
"5847",5847,"The Rugrats Movie","G","Animation, Kids & Family, Television",79,"Rotten",59,51,100494675,1998,5.9,19541,0,0,0,0,0,0,0,1,0,0
"5848",5848,"Rules Don't Apply","PG-13","Comedy, Drama, Romance",121,"Rotten",54,178,3652206,2016,5.7,11044,1,0,0,1,0,0,0,1,0,0
"5849",5849,"The Rules of Attraction","R","Comedy, Drama",110,"Rotten",43,140,6532619,2002,6.6,51724,1,0,0,1,0,0,0,1,0,0
"5850",5850,"Rules of Engagement","R","Action & Adventure, Drama, Mystery & Suspense",128,"Rotten",36,96,61335230,2000,7,30,0,0,1,1,0,0,0,1,0,0
"5851",5851,"Rumble Fish","R","Drama",94,"Fresh",73,33,2494480,1983,7.1,34814,0,0,0,1,0,0,0,0,1,0
"5852",5852,"Run All Night","R","Mystery & Suspense",114,"Rotten",59,184,26461644,2015,6.6,109600,0,0,0,0,0,0,0,1,0,0
"5853",5853,"Run the Race","PG","Drama, Sports & Fitness",101,"Rotten",40,10,6424420,2019,5.9,1574,0,0,0,1,0,0,0,1,0,0
"5854",5854,"Runaway Bride","PG","Comedy, Drama, Romance",116,"Rotten",46,87,152257509,1999,5.6,98980,1,0,0,1,0,0,0,1,0,0
"5855",5855,"Runaway Jury","PG-13","Drama, Mystery & Suspense",127,"Fresh",73,162,49443628,2003,7.1,97912,0,0,0,1,0,0,0,0,1,0
"5856",5856,"Runaway Train","R","Action & Adventure, Drama",111,"Fresh",85,34,7683620,1985,7.2,29731,0,0,1,1,0,0,0,0,1,0
"5857",5857,"Runner Runner","R","Drama, Mystery & Suspense",91,"Rotten",8,119,19316646,2013,5.6,63898,0,0,0,1,0,0,0,1,0,0
"5858",5858,"The Running Man","R","Action & Adventure, Science Fiction & Fantasy",101,"Fresh",64,42,38122105,1987,6.5,1573,0,0,1,0,1,0,0,0,1,0
"5859",5859,"Running on Empty","PG-13","Drama, Musical & Performing Arts",116,"Fresh",85,13,2835116,1988,5.7,461,0,0,0,1,0,0,0,0,1,0
"5860",5860,"Runoff","R","Drama",90,"Fresh",83,18,30186,2015,5.6,361,0,0,0,1,0,0,0,0,1,0
"5861",5861,"Rush Hour","PG-13","Action & Adventure, Comedy",98,"Fresh",61,74,141186864,1998,7,267075,1,0,1,0,0,0,0,0,1,0
"5862",5862,"Rush Hour 2","PG-13","Action & Adventure, Comedy",90,"Rotten",52,127,226164286,2001,6.6,219393,1,0,1,0,0,0,0,1,0,0
"5863",5863,"Rush Hour 3","PG-13","Action & Adventure, Comedy",91,"Rotten",18,158,140125968,2007,6.2,168240,1,0,1,0,0,0,0,1,0,0
"5864",5864,"Rushmore","R","Comedy",93,"Certified-Fresh",89,103,17105219,1998,7.6,185583,1,0,0,0,0,0,0,0,0,1
"5865",5865,"The Russia House","R","Action & Adventure, Drama, Mystery & Suspense",123,"Fresh",72,18,22997992,1990,6.1,16255,0,0,1,1,0,0,0,0,1,0
"5866",5866,"Russkies","PG","Action & Adventure, Comedy, Drama",99,"Rotten",14,7,2189047,1987,5.5,1525,1,0,1,1,0,0,0,1,0,0
"5867",5867,"Ruthless People","R","Comedy",95,"Fresh",94,35,71624879,1986,6.9,28745,1,0,0,0,0,0,0,0,1,0
"5868",5868,"RV","PG","Action & Adventure, Comedy, Kids & Family",98,"Rotten",23,124,71726025,2006,5.5,60133,1,0,1,0,0,0,0,1,0,0
"5869",5869,"V/H/S/2","R","Horror, Mystery & Suspense",96,"Fresh",70,64,21833,2013,6,40111,0,1,0,0,0,0,0,0,1,0
"5870",5870,"Sacco and Vanzetti","NR","Documentary",81,"Fresh",86,29,32203,2007,7,317,0,0,0,0,0,0,1,0,1,0
"5871",5871,"Sacred","NR","Documentary",87,"Fresh",92,12,17740,2017,7.1,63,0,0,0,0,0,0,1,0,1,0
"5872",5872,"Safe","R","Drama, Mystery & Suspense",119,"Certified-Fresh",86,58,512245,1995,7.1,15208,0,0,0,1,0,0,0,0,0,1
"5873",5873,"Safe Haven","PG-13","Drama, Special Interest, Romance",115,"Rotten",13,146,71349120,2013,4.5,23,0,0,0,1,0,0,0,1,0,0
"5874",5874,"Safe House","R","Action & Adventure, Mystery & Suspense",115,"Rotten",53,192,126373434,2012,6.9,2506,0,0,1,0,0,0,0,1,0,0
"5875",5875,"Safe Men","R","Action & Adventure, Comedy",94,"Rotten",57,21,45724,1998,5.8,3402,1,0,1,0,0,0,0,1,0,0
"5876",5876,"Safety Not Guaranteed","R","Comedy, Drama",84,"Certified-Fresh",91,150,4010957,2012,6.9,126100,1,0,0,1,0,0,0,0,0,1
"5877",5877,"The Saint","PG-13","Action & Adventure, Romance",116,"Rotten",30,46,61363304,1997,6.2,68912,0,0,1,0,0,0,0,1,0,0
"5878",5878,"Saint Misbehavin': The Wavy Gravy Movie","NR","Documentary, Musical & Performing Arts, Special Interest",87,"Fresh",73,15,29893,2010,7.5,141,0,0,0,0,0,0,1,0,1,0
"5879",5879,"Saint John of Las Vegas","R","Comedy, Drama",85,"Rotten",23,52,102645,2010,5.6,2906,1,0,0,1,0,0,0,1,0,0
"5880",5880,"Saint Laurent","R","Art House & International, Drama, Special Interest",151,"Fresh",60,86,429477,2015,6.1,5964,0,0,0,1,0,1,0,0,1,0
"5881",5881,"Saints and Soldiers","PG-13","Action & Adventure, Drama",90,"Fresh",66,35,1310470,2004,6.7,20832,0,0,1,1,0,0,0,0,1,0
"5882",5882,"Salmon Fishing in the Yemen","PG-13","Comedy, Drama",111,"Fresh",67,147,9047981,2012,6.8,65086,1,0,0,1,0,0,0,0,1,0
"5883",5883,"The Salton Sea","R","Action & Adventure, Drama, Mystery & Suspense",103,"Fresh",64,85,764554,2002,7,31044,0,0,1,1,0,0,0,0,1,0
"5884",5884,"Salvador","R","Drama, Mystery & Suspense",117,"Fresh",88,26,1500000,1986,7.4,21541,0,0,0,1,0,0,0,0,1,0
"5885",5885,"Salvation Boulevard","R","Comedy, Mystery & Suspense",96,"Rotten",23,35,28468,2011,5.3,4664,1,0,0,0,0,0,0,1,0,0
"5886",5886,"Samba","R","Comedy, Drama, Musical & Performing Arts",119,"Fresh",62,68,151530,2015,6.5,78,1,0,0,1,0,0,0,0,1,0
"5887",5887,"Samsara","PG-13","Documentary",102,"Certified-Fresh",76,79,2672413,2012,7.7,8000,0,0,0,0,0,0,1,0,0,1
"5888",5888,"Samson","PG-13","Action & Adventure, Drama",110,"Rotten",25,16,4719928,2018,5.1,28,0,0,1,1,0,0,0,1,0,0
"5889",5889,"San Andreas","PG-13","Action & Adventure",114,"Rotten",50,245,155190832,2015,6.1,236855,0,0,1,0,0,0,0,1,0,0
"5890",5890,"Sanctum","R","Action & Adventure, Drama, Mystery & Suspense",109,"Rotten",29,170,23209310,2011,5.9,55792,0,0,1,1,0,0,0,1,0,0
"5891",5891,"The Sandlot","PG","Comedy, Drama, Kids & Family, Sports & Fitness",101,"Fresh",63,56,32434006,1993,7.8,92298,1,0,0,1,0,0,0,0,1,0
"5892",5892,"Santa Claus: The Movie","PG","Kids & Family, Science Fiction & Fantasy",107,"Rotten",20,20,23717291,1985,6.2,13493,0,0,0,0,1,0,0,1,0,0
"5893",5893,"The Santa Clause 3: The Escape Clause","G","Comedy, Kids & Family",92,"Rotten",17,66,84500122,2006,4.7,37636,1,0,0,0,0,0,0,1,0,0
"5894",5894,"Santoalla","NR","Documentary, Mystery & Suspense",83,"Fresh",85,13,2684,2017,6.8,412,0,0,0,0,0,0,1,0,1,0
"5895",5895,"Saraband","R","Art House & International, Drama, Television",107,"Certified-Fresh",91,85,645634,2005,7.5,7994,0,0,0,1,0,1,0,0,0,1
"5896",5896,"Sarafina!","PG-13","Art House & International, Drama, Musical & Performing Arts",98,"Fresh",60,10,7306242,1992,6.2,2040,0,0,0,1,0,1,0,0,1,0
"5897",5897,"Sarah Landon and the Paranormal Hour","PG","Kids & Family, Mystery & Suspense",81,"Rotten",0,12,858415,2007,3.8,715,0,0,0,0,0,0,0,1,0,0
"5898",5898,"Saturn 3","R","Action & Adventure, Art House & International, Mystery & Suspense, Science Fiction & Fantasy",88,"Rotten",25,12,9000000,1980,5.1,9611,0,0,1,0,1,1,0,1,0,0
"5899",5899,"Sausage Party","R","Animation, Comedy",89,"Certified-Fresh",82,233,97685686,2016,6.1,194408,1,0,0,0,0,0,0,0,0,1
"5900",5900,"Savage Grace","NR","Drama",97,"Rotten",38,94,435746,2008,5.7,11445,0,0,0,1,0,0,0,1,0,0
"5901",5901,"The Savages","R","Comedy, Drama",113,"Certified-Fresh",89,170,6623082,2007,7.1,37579,1,0,0,1,0,0,0,0,0,1
"5902",5902,"Savannah","PG-13","Drama, Kids & Family",110,"Rotten",13,15,37240,2013,5.8,18,0,0,0,1,0,0,0,1,0,0
"5903",5903,"Save Me","NR","Drama, Romance",96,"Fresh",68,31,83397,2008,4,1479,0,0,0,1,0,0,0,0,1,0
"5904",5904,"Save the Last Dance","PG-13","Drama, Romance",108,"Rotten",53,99,91057006,2001,6.2,62562,0,0,0,1,0,0,0,1,0,0
"5905",5905,"Saved!","PG-13","Comedy, Drama",92,"Fresh",61,146,8940582,2004,6.7,46968,1,0,0,1,0,0,0,0,1,0
"5906",5906,"Saving Face","R","Comedy, Drama, Romance",96,"Certified-Fresh",86,86,1187266,2005,5.6,17,1,0,0,1,0,0,0,0,0,1
"5907",5907,"Saving Mr. Banks","PG-13","Comedy, Drama",125,"Certified-Fresh",79,260,83301580,2013,7.5,162197,1,0,0,1,0,0,0,0,0,1
"5908",5908,"Saving Private Ryan","R","Action & Adventure, Drama",169,"Certified-Fresh",93,142,217049603,1998,8.6,1375389,0,0,1,1,0,0,0,0,0,1
"5909",5909,"Saving Silverman","PG-13","Comedy",90,"Rotten",19,101,19402030,2001,5.8,40818,1,0,0,0,0,0,0,1,0,0
"5910",5910,"Saw","R","Horror, Mystery & Suspense",103,"Rotten",49,184,56000369,2004,7.6,418553,0,1,0,0,0,0,0,1,0,0
"5911",5911,"Saw 3D","R","Horror",91,"Rotten",10,80,45710178,2010,5.5,98959,0,1,0,0,0,0,0,1,0,0
"5912",5912,"Saw III","R","Horror, Mystery & Suspense",107,"Rotten",28,92,80238724,2006,6.2,193726,0,1,0,0,0,0,0,1,0,0
"5913",5913,"Saw IV","R","Horror, Mystery & Suspense",92,"Rotten",19,83,63300095,2007,5.9,150952,0,1,0,0,0,0,0,1,0,0
"5914",5914,"Saw VI","R","Horror, Mystery & Suspense",91,"Rotten",39,74,27693292,2009,6,112305,0,1,0,0,0,0,0,1,0,0
"5915",5915,"Saw II","R","Horror, Mystery & Suspense",93,"Rotten",37,122,87039965,2005,6.6,252305,0,1,0,0,0,0,0,1,0,0
"5916",5916,"Saw V","R","Action & Adventure, Horror",92,"Rotten",13,77,56746769,2008,5.8,125066,0,1,1,0,0,0,0,1,0,0
"5917",5917,"Say It Isn't So","R","Comedy",95,"Rotten",9,105,5520393,2001,5,13334,1,0,0,0,0,0,0,1,0,0
"5918",5918,"Say Uncle","R","Comedy, Drama, Gay & Lesbian",91,"Rotten",17,18,5361,2006,7.4,9,1,0,0,1,0,0,0,1,0,0
"5919",5919,"A Scanner Darkly","R","Action & Adventure, Animation, Drama, Science Fiction & Fantasy",100,"Fresh",68,186,5501616,2006,7,112313,0,0,1,1,1,0,0,0,1,0
"5920",5920,"Scarlet Diva","R","Comedy, Drama",89,"Rotten",52,25,18062,2002,5,2585,1,0,0,1,0,0,0,1,0,0
"5921",5921,"Scary Movie","R","Comedy, Horror",88,"Rotten",53,116,157019771,2000,4.9,891,1,1,0,0,0,0,0,1,0,0
"5922",5922,"Scary Movie 2","R","Comedy",82,"Rotten",15,109,71308997,2001,5.3,162034,1,0,0,0,0,0,0,1,0,0
"5923",5923,"Scary Movie 3","PG-13","Comedy",80,"Rotten",35,131,110003217,2003,5.5,147914,1,0,0,0,0,0,0,1,0,0
"5924",5924,"Scary Movie 4","PG-13","Comedy",83,"Rotten",35,128,90710620,2006,5.1,121805,1,0,0,0,0,0,0,1,0,0
"5925",5925,"Scary Movie 5","PG-13","Comedy, Horror, Mystery & Suspense",85,"Rotten",4,52,32015787,2013,3.5,72025,1,1,0,0,0,0,0,1,0,0
"5926",5926,"Scenic Route","R","Drama, Mystery & Suspense",85,"Fresh",67,21,3434,2013,6.4,10962,0,0,0,1,0,0,0,0,1,0
"5927",5927,"Schindler's List","R","Drama",195,"Certified-Fresh",97,100,96898818,1993,9,1341117,0,0,0,1,0,0,0,0,0,1
"5928",5928,"Schizopolis","NR","Art House & International, Comedy",99,"Fresh",61,18,10580,1997,6.7,5750,1,0,0,0,0,1,0,0,1,0
"5929",5929,"School Daze","R","Comedy, Drama",114,"Rotten",56,27,14545844,1988,6,7475,1,0,0,1,0,0,0,1,0,0
"5930",5930,"School of Rock","PG-13","Comedy",108,"Certified-Fresh",91,199,81261177,2003,7.2,304933,1,0,0,0,0,0,0,0,0,1
"5931",5931,"School Ties","PG-13","Drama",107,"Fresh",60,40,14715067,1992,6.9,24752,0,0,0,1,0,0,0,0,1,0
"5932",5932,"Schultze Gets the Blues","PG","Art House & International, Comedy, Drama",113,"Fresh",71,63,595071,2005,7,3708,1,0,0,1,0,1,0,0,1,0
"5933",5933,"Scooby-Doo 2: Monsters Unleashed","PG","Action & Adventure, Comedy, Drama, Kids & Family",93,"Rotten",22,119,84216833,2004,5.1,57692,1,0,1,1,0,0,0,1,0,0
"5934",5934,"Scoop","PG-13","Comedy, Mystery & Suspense, Romance",96,"Rotten",41,149,10525717,2006,6,114,1,0,0,0,0,0,0,1,0,0
"5935",5935,"The Scorpion King","PG-13","Action & Adventure, Horror, Science Fiction & Fantasy",91,"Rotten",41,138,91047077,2002,5.5,138799,0,1,1,0,1,0,0,1,0,0
"5936",5936,"Scott Pilgrim vs. the World","PG-13","Action & Adventure, Comedy, Romance",112,"Certified-Fresh",82,271,31524275,2010,7.5,423900,1,0,1,0,0,0,0,0,0,1
"5937",5937,"The Scout","PG-13","Comedy, Drama",101,"Rotten",22,23,2694234,1994,5.4,6508,1,0,0,1,0,0,0,1,0,0
"5938",5938,"Scouts Guide to the Zombie Apocalypse","R","Comedy, Horror",93,"Rotten",44,96,3703046,2015,6.3,51299,1,1,0,0,0,0,0,1,0,0
"5939",5939,"Scratch","R","Documentary, Musical & Performing Arts",90,"Certified-Fresh",93,46,289885,2002,7.8,2816,0,0,0,0,0,0,1,0,0,1
"5940",5940,"Scream 4","R","Horror, Mystery & Suspense",112,"Fresh",60,184,38180928,2011,6.2,149211,0,1,0,0,0,0,0,0,1,0
"5941",5941,"Scream 2","R","Comedy, Horror, Mystery & Suspense",120,"Certified-Fresh",81,78,101363301,1997,6.3,182874,1,1,0,0,0,0,0,0,0,1
"5942",5942,"Scream 3","R","Horror",116,"Rotten",39,122,89143175,2000,5.6,143194,0,1,0,0,0,0,0,1,0,0
"5943",5943,"Screwball","NR","Documentary",105,"Fresh",94,32,13967,2019,7.1,1759,0,0,0,0,0,0,1,0,1,0
"5944",5944,"Scrooged","PG-13","Comedy, Science Fiction & Fantasy",101,"Fresh",71,48,60328558,1988,6.9,100018,1,0,0,0,1,0,0,0,1,0
"5945",5945,"Sea of Love","R","Drama, Mystery & Suspense",112,"Fresh",76,29,58571513,1989,6.8,41135,0,0,0,1,0,0,0,0,1,0
"5946",5946,"Seabiscuit","PG-13","Drama",140,"Certified-Fresh",78,205,120277854,2003,7.3,73366,0,0,0,1,0,0,0,0,0,1
"5947",5947,"Search Party","R","Comedy",93,"Rotten",11,19,4571,2016,5.6,7927,1,0,0,0,0,0,0,1,0,0
"5948",5948,"Searching","PG-13","Mystery & Suspense",102,"Certified-Fresh",92,248,26020957,2018,7.6,162064,0,0,0,0,0,0,0,0,0,1
"5949",5949,"Searching for Bobby Fischer","PG","Drama",110,"Certified-Fresh",100,44,7266383,1993,7.4,40411,0,0,0,1,0,0,0,0,0,1
"5950",5950,"Searching for Sugar Man","PG-13","Documentary, Musical & Performing Arts",86,"Certified-Fresh",95,130,3696196,2012,8.2,68486,0,0,0,0,0,0,1,0,0,1
"5951",5951,"Second Act","PG-13","Comedy, Romance",104,"Rotten",44,110,39282227,2018,5.8,27731,1,0,0,0,0,0,0,1,0,0
"5952",5952,"Secondhand Lions","PG","Comedy, Drama, Kids & Family",109,"Fresh",60,137,42070939,2003,7.5,57887,1,0,0,1,0,0,0,0,1,0
"5953",5953,"The Secret Life of Bees","PG-13","Action & Adventure, Drama",110,"Rotten",59,139,37770162,2008,7.2,26416,0,0,1,1,0,0,0,1,0,0
"5954",5954,"Daltry Calhoun","PG-13","Comedy",93,"Rotten",7,28,12551,2005,5.1,2386,1,0,0,0,0,0,0,1,0,0
"5955",5955,"The Secret Life of Walter Mitty","NR","Comedy, Kids & Family",108,"Fresh",71,7,58236838,2013,6.9,6420,1,0,0,0,0,0,0,0,1,0
"5956",5956,"The Secret of My Success","PG-13","Comedy",110,"Rotten",57,21,66995879,1987,5.2,269,1,0,0,0,0,0,0,1,0,0
"5957",5957,"The Secret of NIMH","G","Animation, Drama, Kids & Family, Science Fiction & Fantasy",82,"Fresh",93,28,14665733,1982,7.5,41558,0,0,0,1,1,0,0,0,1,0
"5958",5958,"Secret Window","PG-13","Drama, Mystery & Suspense",95,"Rotten",46,163,48022900,2004,6.5,197293,0,0,0,1,0,0,0,1,0,0
"5959",5959,"Secretariat","PG","Drama, Sports & Fitness",123,"Fresh",63,155,59713955,2010,7.2,28732,0,0,0,1,0,0,0,0,1,0
"5960",5960,"Secretary","R","Art House & International, Comedy, Drama, Romance",112,"Certified-Fresh",76,156,4059680,2002,6,14,1,0,0,1,0,1,0,0,0,1
"5961",5961,"See No Evil, Hear No Evil","R","Action & Adventure, Comedy, Mystery & Suspense",103,"Rotten",28,29,46908987,1989,6.8,54800,1,0,1,0,0,0,0,1,0,0
"5962",5962,"See Spot Run","PG","Comedy, Kids & Family",94,"Rotten",23,77,33357476,2001,5.3,9352,1,0,0,0,0,0,0,1,0,0
"5963",5963,"See You in the Morning","PG-13","Comedy, Romance",119,"Rotten",55,11,4795009,1989,5.8,962,1,0,0,0,0,0,0,1,0,0
"5964",5964,"Seed of Chucky","R","Comedy, Horror",86,"Rotten",33,76,17083732,2004,4.8,45546,1,1,0,0,0,0,0,1,0,0
"5965",5965,"The Seeker: The Dark Is Rising","PG","Action & Adventure, Drama, Science Fiction & Fantasy",99,"Rotten",14,93,8794452,2007,4.7,15486,0,0,1,1,1,0,0,1,0,0
"5966",5966,"Seeking a Friend for the End of the World","R","Comedy",101,"Rotten",55,172,7078738,2012,6.7,114732,1,0,0,0,0,0,0,1,0,0
"5967",5967,"Seems Like Old Times","PG","Comedy",100,"Fresh",72,18,43995918,1980,6.7,9997,1,0,0,0,0,0,0,0,1,0
"5968",5968,"Selma","PG-13","Drama",128,"Certified-Fresh",99,308,52076908,2014,7.5,91794,0,0,0,1,0,0,0,0,0,1
"5969",5969,"Sembene!","NR","Documentary",82,"Fresh",91,23,28059,2015,7.1,150,0,0,0,0,0,0,1,0,1,0
"5970",5970,"Semi-Pro","R","Comedy",91,"Rotten",22,162,33479698,2008,5.8,82979,1,0,0,0,0,0,0,1,0,0
"5971",5971,"Senna","PG-13","Documentary, Sports & Fitness",104,"Certified-Fresh",93,122,1612430,2011,8.5,71016,0,0,0,0,0,0,1,0,0,1
"5972",5972,"The Sentinel","PG-13","Drama, Mystery & Suspense",108,"Rotten",35,136,36280697,2006,6.3,10539,0,0,0,1,0,0,0,1,0,0
"5973",5973,"The Isle","NR","Art House & International, Drama",89,"Fresh",78,36,20666,2002,5.3,13360,0,0,0,1,0,1,0,0,1,0
"5974",5974,"Separate Lies","R","Drama, Mystery & Suspense, Romance",87,"Fresh",71,87,924260,2005,6.4,4305,0,0,0,1,0,0,0,0,1,0
"5975",5975,"September","PG","Drama",82,"Fresh",67,15,486434,1987,6.5,9901,0,0,0,1,0,0,0,0,1,0
