"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes"
"6132",6227,"Son of the Mask","PG","Comedy",95,"Rotten",6,105,17018422,2005,2.2,56451
"6133",6228,"Son of the Pink Panther","PG","Comedy",93,"Rotten",6,34,2438031,1993,3.8,5449
"6134",6229,"Sonatine","R","Action",94,"Fresh",88,25,58834,1998,6.9,263
"6135",6230,"Song of Granite","NR","Drama",104,"Fresh",85,27,16182,2017,6.5,334
"6136",6231,"Song One","PG-13","Drama",88,"Rotten",33,51,32251,2015,5.8,9934
"6137",6232,"Song to Song","R","Comedy",129,"Rotten",44,131,443684,2017,5.6,21096
"6138",6233,"Songcatcher","PG-13","Drama",112,"Fresh",74,88,3059834,2001,7.2,3527
"6139",6234,"Songs My Brothers Taught Me","NR","Drama",101,"Fresh",91,23,34793,2016,7,3170
"6140",6235,"Sophie and the Rising Sun","R","Drama",116,"Fresh",64,11,34630,2017,6.6,1340
"6141",6236,"Sophie's Choice","R","Drama",150,"Certified-Fresh",78,41,30036000,1982,7.5,48374
"6142",6237,"The Sorcerer's Apprentice","PG","Comedy",108,"Rotten",40,172,63150991,2010,4.2,604
"6143",6238,"Sordid Lives","R","Comedy",111,"Rotten",37,27,1111273,2001,6.7,3217
"6144",6239,"Sorority Boys","R","Comedy",93,"Rotten",12,65,10200032,2002,5.4,15723
"6145",6240,"Sorority Row","R","Horror",101,"Rotten",25,81,11965282,2009,5.1,30889
"6146",6241,"Sorry, Haters","R","Drama",86,"Rotten",37,38,7129,2006,6.2,1501
"6147",6242,"Sorry to Bother You","R","Comedy",105,"Certified-Fresh",93,302,17493096,2018,6.9,79379
"6148",6243,"Soul Food","R","Comedy",114,"Certified-Fresh",81,42,43700855,1997,7,8272
"6149",6244,"Soul Man","PG-13","Comedy",101,"Rotten",13,23,27820000,1986,5.3,8394
"6150",6245,"Soul Plane","R","Comedy",86,"Rotten",18,101,14190750,2004,4.5,23244
"6151",6246,"Soul Power","PG-13","Documentary",93,"Certified-Fresh",84,75,207121,2009,7.1,890
"6152",6247,"Soul Surfer","PG","Action",106,"Rotten",45,106,43853424,2011,7,50000
"6153",6248,"Soul Survivors","PG-13","Comedy",84,"Rotten",4,48,3111545,2001,7.6,66
"6154",6249,"Sound and Fury","NR","Documentary",60,"Fresh",96,28,114882,2000,7.8,1022
"6155",6250,"Sound City","NR","Documentary",108,"Certified-Fresh",100,45,422853,2013,7.8,13022
"6156",6251,"Sound of My Voice","R","Drama",84,"Certified-Fresh",75,108,408015,2012,6.6,22115
"6157",6252,"Sound of Noise","R","Comedy",102,"Fresh",91,23,24565,2012,7.2,9550
"6158",6253,"A Sound of Thunder","PG-13","Horror",101,"Rotten",6,99,1900451,2005,4.2,19826
"6159",6254,"Sour Grapes","R","Comedy",91,"Rotten",21,14,123104,1998,5.7,2937
"6160",6255,"Source Code","PG-13","Action",89,"Certified-Fresh",92,262,54712227,2011,7.5,518736
"6161",6256,"South Central","R","Drama",99,"Fresh",100,6,1373196,1992,6.8,6129
"6162",6257,"South of Heaven, West of Hell","R","Action",133,"Rotten",14,7,28149,2001,4.2,1515
"6163",6258,"South of the Border","PG","Documentary",78,"Rotten",52,56,198600,2010,5.8,137
"6164",6259,"Southbound","R","Horror",89,"Certified-Fresh",81,52,23665,2016,5.9,19710
"6165",6260,"Southern Baptist Sissies","NR","Comedy",138,"Fresh",67,6,30160,2014,7.1,341
"6166",6261,"Southie","R","Action",95,"Rotten",38,8,52819,1999,5.4,1132
"6167",6262,"Southland Tales","R","Comedy",144,"Rotten",39,102,275380,2007,5.3,39096
"6168",6263,"Southpaw","R","Drama",123,"Rotten",59,237,52421953,2015,7.3,236720
"6169",6264,"Space Cowboys","PG-13","Comedy",129,"Certified-Fresh",78,119,90464773,2000,6.5,81783
"6170",6265,"Space Jam","PG","Comedy",87,"Rotten",43,76,90418342,1996,6.5,197720
"6171",6266,"Spaceballs","PG","Comedy",92,"Rotten",58,40,38119483,1987,7.1,190287
"6172",6267,"Spaced Invaders","PG","Comedy",100,"Rotten",8,12,15369573,1990,5.3,3713
"6173",6268,"Spacehunter: Adventures in the Forbidden Zone","PG","Science Fiction",90,"Rotten",23,13,16478265,1983,5.4,6022
"6174",6269,"Spanglish","PG-13","Comedy",130,"Rotten",53,169,42726869,2004,6.4,84329
"6175",6270,"The Spanish Prisoner","PG","Drama",112,"Certified-Fresh",89,61,9586993,1998,7.2,24692
"6176",6271,"Spare Parts","PG-13","Drama",113,"Rotten",56,32,3618912,2015,7.2,11336
"6177",6272,"Spark: A Burning Man Story","NR","Documentary",112,"Fresh",67,18,120459,2013,6.2,576
"6178",6273,"Spark: A Space Tail","PG","Comedy",90,"Rotten",14,22,196458,2017,4.4,1246
"6179",6274,"Spartan","R","Action",107,"Fresh",65,134,4434432,2004,6.5,32147
"6180",6275,"Spawn","PG-13","Horror",97,"Rotten",17,46,54870175,1997,5.2,68658
"6181",6276,"Special","R","Drama",82,"Rotten",58,33,7202,2008,6.8,5709
"6182",6277,"Special Forces","R","Action",109,"Rotten",15,13,10759,2012,4.7,15
"6183",6278,"Species","R","Science Fiction",108,"Rotten",43,65,60074103,1995,5.8,80737
"6184",6279,"Species II","R","Science Fiction",93,"Rotten",9,33,19221939,1998,4.4,29615
"6185",6280,"Spectre","PG-13","Action",148,"Fresh",63,359,200074609,2015,5.9,575
"6186",6281,"Speed","R","Action",115,"Certified-Fresh",94,66,121248145,1994,5.7,486
"6187",6282,"Speed-Dating","R","Comedy",98,"Rotten",25,8,5240,2010,2.8,399
"6188",6283,"Speed Racer","PG","Action",135,"Rotten",40,216,43945766,2008,6,74082
"6189",6284,"Speed Sisters","NR","Documentary",80,"Fresh",92,24,3423,2017,7,231
"6190",6285,"Speedway Junky","R","Action",102,"Rotten",29,7,17246,2001,5.9,1838
"6191",6286,"Sphere","PG-13","Action",133,"Rotten",11,53,37020277,1998,6.1,106999
"6192",6287,"Spice World","PG","Comedy",92,"Rotten",34,64,29342592,1998,3.6,36099
"6193",6288,"Spider-Man: Homecoming","PG-13","Action",133,"Certified-Fresh",92,390,334201140,2017,7.4,648257
"6194",6289,"Spider-Man","PG-13","Action",116,"Certified-Fresh",90,245,403706375,2002,7.4,810652
"6195",6290,"Spider-Man 2","PG-13","Action",122,"Certified-Fresh",93,274,373585825,2004,7.4,647716
"6196",6291,"Spider-Man 3","PG-13","Action",133,"Fresh",62,261,336530303,2007,6.3,586364
"6197",6292,"The Spiderwick Chronicles","PG","Action",97,"Certified-Fresh",80,147,71195053,2008,6.5,96317
"6198",6293,"Spies Like Us","PG","Comedy",109,"Rotten",32,25,60088980,1985,6.4,49889
"6199",6294,"Spinning Into Butter","R","Drama",86,"Rotten",16,32,8064,2009,4.3,956
"6200",6295,"Spinning Plates","NR","Documentary",95,"Fresh",85,34,112449,2013,7.1,969
"6201",6296,"The Spirit of '76","PG","Comedy",82,"Fresh",80,5,52310,1990,5.8,798
"6202",6297,"The Spitfire Grill","PG-13","Drama",116,"Rotten",33,27,12658486,1996,7,6965
"6203",6298,"Split","PG-13","Horror",117,"Certified-Fresh",77,305,138291365,2017,5.4,198
"6204",6299,"Spoken Word","NR","Drama",116,"Rotten",46,13,32961,2010,6.4,114
"6205",6300,"The SpongeBob SquarePants Movie","PG","Comedy",83,"Fresh",68,129,85417988,2004,7.1,91277
"6206",6301,"Spotlight","R","Drama",128,"Certified-Fresh",97,367,45055776,2015,8.1,466909
"6207",6302,"Spread","R","Comedy",97,"Rotten",21,61,250618,2009,5.8,40344
"6208",6303,"Spring Breakers","R","Comedy",94,"Fresh",67,193,14124284,2013,5.3,142702
"6209",6304,"Spring Forward","R","Drama",110,"Fresh",88,24,117471,2000,7.5,1478
"6210",6305,"Spun","R","Comedy",101,"Rotten",37,79,411119,2003,6.7,39140
"6211",6306,"Spy","R","Comedy",115,"Certified-Fresh",95,257,110825712,2015,6,93
"6212",6307,"Spy Game","R","Action",127,"Fresh",66,133,62362560,2001,7,157495
"6213",6308,"Spy Hard","PG-13","Comedy",80,"Rotten",8,40,26960191,1996,5.3,38209
"6214",6309,"Spy Kids","PG","Comedy",88,"Certified-Fresh",93,128,112719001,2001,5.6,117839
"6215",6310,"The Spy Next Door","PG","Comedy",92,"Rotten",12,90,24307086,2010,5.4,44306
"6216",6311,"Squanto: A Warrior's Tale","PG","Action",101,"Fresh",60,10,3342223,1994,6,1291
"6217",6312,"The Squid and the Whale","R","Drama",80,"Certified-Fresh",92,154,7372734,2005,7.3,83655
"6218",6313,"St. Elmo's Fire","PG-13","Drama",108,"Rotten",44,41,37803872,1985,6.3,42643
"6219",6314,"St. Vincent","PG-13","Comedy",103,"Certified-Fresh",77,190,44137712,2014,7.2,103886
"6220",6315,"Stage Beauty","R","Comedy",110,"Fresh",64,127,782383,2004,7.1,10434
"6221",6316,"Stake Land","R","Horror",96,"Certified-Fresh",74,65,33245,2011,6.4,42752
"6222",6317,"Stalingrad","R","Action",131,"Rotten",50,74,152972,1995,7.6,83
"6223",6318,"Stand and Deliver","PG","Drama",102,"Fresh",82,22,13994920,1988,6.6,41
"6224",6319,"Stand by Me","R","Action",89,"Certified-Fresh",91,56,52287414,1986,8.1,401248
"6225",6320,"Stand Up Guys","R","Comedy",95,"Rotten",36,107,3310031,2013,6.4,55678
"6226",6321,"Standard Operating Procedure","R","Documentary",116,"Certified-Fresh",79,108,229117,2008,7.4,4014
"6227",6322,"Standing in the Shadows of Motown","PG","Documentary",108,"Certified-Fresh",91,93,1722119,2002,7.8,3708
"6228",6324,"Stanley & Iris","PG-13","Drama",104,"Rotten",33,15,5820015,1990,6.3,7983
"6229",6325,"Star 80","R","Drama",104,"Fresh",86,14,6472990,1983,6.8,6944
"6230",6326,"The Star Chamber","R","Drama",109,"Fresh",71,14,5555305,1983,6.3,7201
"6231",6327,"Star Kid","PG","Science Fiction",101,"Rotten",43,14,7029025,1998,5.3,2816
"6232",6328,"Star Maps","R","Drama",86,"Rotten",35,17,661465,1997,5.6,1014
"6233",6329,"Star Trek","PG-13","Action",126,"Certified-Fresh",94,353,257730019,2009,7.9,602631
"6234",6330,"Star Trek Beyond","PG-13","Action",122,"Certified-Fresh",86,309,158848340,2016,7,246215
"6235",6331,"Star Trek: First Contact","PG-13","Action",110,"Certified-Fresh",92,60,92027888,1996,7.6,125714
"6236",6332,"Star Trek II: The Wrath of Khan","PG","Action",113,"Certified-Fresh",88,64,78912963,1982,7.7,121899
"6237",6333,"Star Trek: Insurrection","PG","Action",98,"Rotten",54,72,70187658,1998,6.4,75503
"6238",6334,"Star Trek Into Darkness","PG-13","Science Fiction",132,"Certified-Fresh",84,292,228778661,2013,7.7,483066
"6239",6335,"Star Wars: Episode I - The Phantom Menace","PG","Science Fiction",133,"Rotten",52,232,474544677,1999,6.5,799813
"6240",6336,"Star Wars: Episode II - Attack of the Clones","PG","Science Fiction",143,"Fresh",65,253,310676740,2002,6.6,705893
"6241",6337,"Star Wars: Episode III - Revenge of the Sith","PG-13","Action",140,"Certified-Fresh",80,299,380270577,2005,7.6,785055
"6242",6338,"Stardust","PG-13","Action",128,"Certified-Fresh",76,193,38634938,2007,4.4,39
"6243",6339,"Stardust Memories","PG","Comedy",91,"Fresh",68,28,10389003,1980,7.2,22789
"6244",6340,"Starfish","NR","Horror",99,"Fresh",87,62,15849,2019,6.3,8
"6245",6341,"Stargate","PG-13","Action",120,"Rotten",53,47,71567262,1994,7,190765
"6246",6342,"Starlet","NR","Comedy",107,"Certified-Fresh",89,44,88212,2012,6.9,8047
"6247",6343,"Starman","PG-13","Drama",115,"Fresh",85,33,28744356,1984,7,47760
"6248",6344,"Starred Up","NR","Drama",100,"Certified-Fresh",99,114,54915,2014,7.3,46560
"6249",6345,"The Stars Fell on Henrietta","PG","Drama",110,"Rotten",50,10,99318,1995,6.4,812
"6250",6346,"Starship Troopers","R","Action",129,"Fresh",65,65,54814377,1997,7.3,295129
"6251",6347,"Starter for 10","PG-13","Comedy",96,"Certified-Fresh",90,81,216839,2007,6.7,23822
"6252",6348,"Starting Out in the Evening","PG-13","Drama",110,"Certified-Fresh",87,100,898786,2007,6.9,3252
"6253",6349,"Startup.com","R","Documentary",103,"Certified-Fresh",93,94,1283356,2001,7.1,3407
"6254",6350,"State and Main","R","Comedy",106,"Certified-Fresh",86,116,6944471,2000,6.7,21437
"6255",6352,"State Property","R","Action",93,"Rotten",0,12,2106838,2002,4.3,2124
"6256",6353,"State Property 2","R","Action",94,"Rotten",14,14,1691706,2005,4.4,1482
"6257",6354,"The Statement","R","Horror",119,"Rotten",23,107,765637,2003,6.2,5330
"6258",6355,"Stateside","R","Drama",97,"Rotten",24,46,174318,2004,5.8,1944
"6259",6356,"The Station Agent","R","Comedy",88,"Certified-Fresh",94,159,5739376,2003,7.6,70732
"6260",6357,"Stations of the Elevated","NR","Documentary",46,"Fresh",100,8,28516,2014,7.1,178
"6261",6358,"Status Update","PG-13","Comedy",106,"Rotten",0,5,4764,2018,5.7,5290
"6262",6359,"Stay","R","Drama",98,"Rotten",27,124,3626883,2005,6.7,79853
"6263",6360,"Stay Tuned","PG","Comedy",87,"Rotten",47,17,10736401,1992,6.2,13107
"6264",6361,"Staying Alive","PG","Drama",96,"Rotten",0,26,64892670,1983,4.7,16215
"6265",6362,"Steal a Pencil for Me","NR","Documentary",94,"Fresh",95,22,18918,2007,7.4,418
"6266",6363,"Steal This Movie","R","Comedy",111,"Rotten",51,43,76424,2000,6.4,2338
"6267",6364,"Stealing Beauty","R","Drama",118,"Rotten",51,51,4722310,1996,6.5,28554
"6268",6365,"Stealing Harvard","PG-13","Comedy",80,"Rotten",9,104,14036406,2002,5.1,13237
"6269",6366,"Stealing Home","PG-13","Drama",98,"Rotten",20,10,7467504,1988,6.6,4645
"6270",6367,"Steel City","R","Drama",96,"Fresh",83,29,10227,2007,6.3,591
"6271",6368,"Steel Magnolias","PG","Comedy",118,"Fresh",68,31,84614512,1989,7.3,56086
"6272",6369,"Steep","PG","Documentary",90,"Rotten",54,48,260586,2007,7.2,686
"6273",6370,"Stella Street","R","Comedy",82,"Rotten",12,17,4119,2004,5.6,482
"6274",6371,"Stella's Last Weekend","NR","Comedy",102,"Fresh",65,20,4215,2018,6.4,991
"6275",6372,"Step Into Liquid","PG","Documentary",87,"Certified-Fresh",81,80,3681803,2003,7.4,2704
"6276",6373,"Step Up","PG-13","Drama",98,"Rotten",21,107,65328121,2006,6.5,119405
"6277",6374,"Step Up Revolution","PG-13","Drama",98,"Rotten",41,98,35074677,2012,6.4,56427
"6278",6375,"The Stepford Wives","PG-13","Comedy",93,"Rotten",26,174,59484742,2004,6.9,17954
"6279",6376,"Stepmom","PG-13","Comedy",124,"Rotten",45,89,91137662,1998,6.8,68622
"6280",6377,"Steve + Sky","NR","Comedy",97,"Rotten",8,12,624,2005,6.1,2369
"6281",6378,"Steve Jobs","R","Drama",121,"Certified-Fresh",85,312,17766658,2015,7.2,169368
"6282",6379,"Steve Jobs: The Lost Interview","NR","Documentary",70,"Fresh",100,7,105710,2011,8,1851
"6283",6380,"Steve McQueen: The Man & Le Mans","NR","Documentary",102,"Fresh",75,32,6843,2015,6.8,1630
"6284",6381,"Stevie","R","Documentary",145,"Certified-Fresh",91,75,103401,2003,6.9,507
"6285",6382,"Stick","R","Action",109,"Rotten",29,7,8489518,1985,5.6,2145
"6286",6383,"Stick It","PG-13","Comedy",105,"Rotten",31,99,26910736,2006,6.3,29211
"6287",6384,"Stiff Upper Lips","R","Comedy",94,"Rotten",38,8,72482,1999,6.2,1106
"6288",6385,"Stigmata","R","Horror",103,"Rotten",22,91,50046268,1999,6.2,68970
"6289",6386,"Still Alice","PG-13","Drama",97,"Certified-Fresh",85,203,18754371,2015,7.5,135171
"6290",6387,"Still Breathing","PG-13","Comedy",109,"Fresh",62,13,228455,1998,6.5,2781
"6291",6388,"Still Crazy","R","Comedy",95,"Fresh",73,26,524864,1999,7,8282
"6292",6389,"Still Mine","PG-13","Drama",103,"Certified-Fresh",92,64,1159336,2013,7.4,4397
"6293",6390,"Still of the Night","PG","Drama",91,"Fresh",63,8,5979947,1982,6,5164
"6294",6391,"The Sting II","PG","Comedy",102,"Rotten",0,8,6347072,1983,4.9,2290
"6295",6392,"Stir Crazy","R","Comedy",111,"Fresh",67,15,101300000,1980,6.7,28446
"6296",6393,"Stir of Echoes","R","Horror",110,"Fresh",67,104,21142914,1999,6.9,81897
"6297",6394,"Stoker","R","Horror",98,"Fresh",70,202,1714221,2013,6.8,109352
"6298",6395,"Stolen Summer","PG","Comedy",90,"Rotten",36,58,134736,2002,6.5,2839
"6299",6396,"Stomp the Yard","PG-13","Drama",114,"Rotten",25,89,61356221,2007,5.3,25712
"6300",6397,"Stone","R","Drama",105,"Rotten",50,101,1810078,2010,6.3,1544
"6301",6398,"The Stone Boy","PG","Action",93,"Fresh",67,6,261033,1984,6.5,784
"6302",6399,"Stoned","R","Drama",102,"Rotten",14,50,38922,2006,5.7,4067
"6303",6400,"Stonewall","R","Drama",129,"Rotten",9,75,692400,1996,7.1,1664
"6304",6401,"The Stoning of Soraya M.","R","Drama",116,"Rotten",59,86,637421,2009,7.9,20646
"6305",6402,"Stop-Loss","R","Drama",113,"Fresh",64,143,10915744,2008,6.4,20437
"6306",6403,"Stop Making Sense","NR","Documentary",88,"Certified-Fresh",100,40,5095592,1984,8.6,15534
"6307",6404,"Storage 24","R","Horror",87,"Rotten",42,33,72,2013,4.5,7227
"6308",6405,"Stories We Tell","PG-13","Documentary",108,"Certified-Fresh",94,144,1600145,2013,7.5,13373
"6309",6406,"Storks","PG","Comedy",83,"Fresh",66,138,72679278,2016,6.8,62490
"6310",6407,"Storm Surfers 3D","NR","Action",95,"Fresh",86,21,117090,2013,6.4,404
"6311",6408,"Stormy Monday","R","Drama",92,"Fresh",75,16,1791328,1988,6.2,4122
"6312",6409,"The Story of Us","R","Comedy",94,"Rotten",26,117,27100031,1999,5.9,24105
"6313",6410,"Storytelling","R","Comedy",88,"Rotten",53,89,921445,2002,6.8,17798
"6314",6411,"Straight Outta Compton","R","Drama",147,"Certified-Fresh",89,245,161197785,2015,7.8,201514
"6315",6412,"The Straight Story","G","Action",111,"Certified-Fresh",95,103,6203044,1999,8,90650
"6316",6413,"Straight Talk","PG","Comedy",91,"Rotten",42,12,21202099,1992,5.7,3759
"6317",6414,"Straight to Hell","R","Comedy",85,"Rotten",33,9,210200,1987,5.5,2597
"6318",6415,"Strange Brew","R","Comedy",90,"Fresh",75,24,8571374,1983,6.7,64
"6319",6416,"Strange Invaders","PG","Comedy",94,"Fresh",63,8,1362303,1983,5.4,3079
"6320",6418,"Strange Wilderness","R","Comedy",86,"Rotten",2,48,6575282,2008,6.9,11
"6321",6419,"Strangeland","R","Horror",86,"Rotten",6,17,713239,1998,5,7228
"6322",6420,"A Stranger Among Us","PG-13","Action",110,"Rotten",22,41,12282994,1992,5.6,3920
"6323",6421,"Stranger Than Fiction","PG-13","Comedy",105,"Certified-Fresh",73,175,40660952,2006,5.8,19
"6324",6422,"Stranger Than Paradise","R","Comedy",90,"Fresh",96,25,2436000,1984,7.4,37966
"6325",6423,"Strangerland","R","Drama",111,"Rotten",41,68,17472,2015,5.2,9601
"6326",6424,"Streamers","R","Drama",118,"Rotten",56,9,378452,1983,6.5,2018
"6327",6425,"Street Fighter: The Legend of Chun-Li","PG-13","Action",96,"Rotten",5,62,8742261,2009,3.7,24145
"6328",6426,"Street Kings","R","Action",107,"Rotten",36,152,26418667,2008,6.8,114299
"6329",6427,"Street Smart","R","Drama",97,"Fresh",64,14,1119112,1987,6.3,3301
"6330",6428,"Streets of Fire","PG","Action",98,"Fresh",67,24,8089290,1984,6.7,21706
"6331",6429,"Strictly Business","PG-13","Comedy",84,"Rotten",10,10,7683267,1991,5.4,2064
"6332",6430,"Strike","NR","Comedy",100,"Fresh",83,6,8872,2007,5.3,228
"6333",6431,"Striking Distance","R","Action",101,"Rotten",17,24,24107867,1993,5.8,43297
"6334",6432,"Stripes","R","Comedy",105,"Fresh",86,36,85297000,1981,6.8,74321
"6335",6433,"Striptease","R","Comedy",115,"Rotten",11,70,33109743,1996,7.8,54
"6336",6434,"Stroker Ace","PG","Comedy",96,"Rotten",20,15,13000000,1983,4.8,3951
"6337",6435,"Stronger","R","Drama",119,"Certified-Fresh",90,191,4211129,2017,6.9,45371
"6338",6436,"Stuart Little","PG","Comedy",92,"Fresh",67,97,140035367,1999,6,135710
"6339",6437,"Stuart Little 2","PG","Comedy",78,"Certified-Fresh",81,124,64956806,2002,5.5,54638
"6340",6438,"Stuart Saves His Family","PG-13","Comedy",95,"Rotten",30,27,912082,1995,5.2,2837
"6341",6439,"Stuber","R","Comedy",93,"Rotten",41,221,21399533,2019,6.1,47656
"6342",6440,"Stuck","R","Comedy",94,"Certified-Fresh",73,91,67505,2008,7.3,70
"6343",6441,"Stuck in Love","R","Comedy",97,"Rotten",57,44,81071,2013,7.2,88311
"6344",6442,"Stuck on You","PG-13","Comedy",118,"Fresh",61,158,33832741,2003,5.8,53480
"6345",6443,"Student Bodies","R","Comedy",85,"Rotten",25,8,5165432,1981,5.4,4905
"6346",6444,"Student of the Year","NR","Comedy",147,"Rotten",50,6,670086,2012,5.2,18370
"6347",6445,"The Stunt Man","R","Comedy",129,"Fresh",89,38,7063886,1980,7,9749
"6348",6446,"The Stupids","PG","Comedy",93,"Rotten",20,15,2491989,1996,4.2,6867
"6349",6447,"Styx","NR","Drama",94,"Certified-Fresh",93,41,70794,2019,6.5,3114
"6350",6448,"Submarine","R","Comedy",97,"Certified-Fresh",88,156,467602,2011,6.4,288
"6351",6449,"Suburban Commando","PG","Comedy",90,"Rotten",15,13,6948859,1991,4.5,10364
"6352",6450,"The Suburbans","R","Comedy",81,"Rotten",0,10,11130,1999,4.2,2406
"6353",6451,"Suburbicon","R","Comedy",105,"Rotten",28,254,5775178,2017,5.7,44521
"6354",6452,"Subway","R","Drama",104,"Fresh",75,8,390659,1985,6.5,15325
"6355",6453,"Sucker Punch","PG-13","Action",110,"Rotten",22,218,36392502,2011,3.4,163
"6356",6454,"Sudden Impact","R","Action",117,"Rotten",56,36,67642693,1983,6.6,45345
"6357",6455,"Suffragette","PG-13","Drama",106,"Fresh",73,213,4702420,2015,6.9,42334
"6358",6456,"Sugar & Spice","PG-13","Comedy",81,"Rotten",28,75,13305101,2001,5.7,14456
"6359",6457,"Suicide Kings","R","Comedy",106,"Rotten",34,29,1740156,1998,6.9,27844
"6360",6458,"Suicide Squad","PG-13","Action",123,"Rotten",26,378,325100054,2016,4.3,132
"6361",6459,"Sully","PG-13","Action",96,"Certified-Fresh",85,341,125070033,2016,7.4,271361
"6362",6460,"The Sum of All Fears","PG-13","Action",118,"Fresh",60,176,118907036,2002,6.4,116475
"6363",6461,"Summer Catch","PG-13","Comedy",108,"Rotten",8,91,19753553,2001,5,16116
"6364",6462,"Summer in February","NR","Drama",101,"Rotten",30,43,1624,2014,5.6,4126
"6365",6463,"Summer of Sam","R","Drama",142,"Rotten",51,102,19288130,1999,6.7,38927
"6366",6464,"Summer Rental","PG-13","Comedy",88,"Rotten",17,18,24689703,1985,6.2,16581
"6367",6465,"Sunset","R","Comedy",107,"Rotten",23,13,4594452,1988,5.7,4285
"6368",6466,"Sunset Park","R","Comedy",99,"Rotten",13,8,10163782,1996,5.9,1714
"6369",6467,"Sunset Song","R","Drama",135,"Certified-Fresh",81,115,159714,2016,6.4,3780
"6370",6468,"Sunshine Cleaning","R","Comedy",102,"Certified-Fresh",74,176,12062558,2009,6.8,72110
"6371",6469,"Sunshine State","PG-13","Drama",141,"Certified-Fresh",80,109,3065921,2002,6.8,4114
"6372",6470,"Sunshine Superman","PG","Documentary",100,"Certified-Fresh",92,60,88097,2015,6.9,1397
"6373",6471,"The Super","R","Comedy",86,"Rotten",0,9,11000863,1991,5.6,5796
"6374",6472,"Super","R","Comedy",NA,"Rotten",49,124,327716,2011,5.6,54
"6375",6473,"Super 8","PG-13","Action",112,"Certified-Fresh",81,288,127004179,2011,7,354354
"6376",6474,"Super Dark Times","NR","Drama",102,"Certified-Fresh",90,48,33109,2017,6.6,23423
"6377",6475,"Super Size Me","PG-13","Documentary",98,"Certified-Fresh",92,171,11536423,2004,7.2,108931
"6378",6476,"Super Troopers","R","Comedy",103,"Rotten",35,88,18492362,2002,7,105429
"6379",6477,"Super Troopers 2","R","Comedy",103,"Rotten",36,98,30617396,2018,6,26771
"6380",6478,"Superbad","R","Comedy",113,"Certified-Fresh",88,209,121463226,2007,7.6,576321
"6381",6479,"Supercross","PG-13","Action",92,"Rotten",5,74,3102550,2005,4.3,4728
"6382",6480,"Superfly","R","Action",96,"Fresh",92,26,20545116,2018,5.2,7154
"6383",6481,"Supergirl","PG","Action",124,"Rotten",9,32,14296438,1984,4.4,22326
"6384",6482,"Superman II","PG","Action",127,"Certified-Fresh",87,52,108185706,1981,6.8,107718
"6385",6483,"Superman III","PG","Action",125,"Rotten",29,52,59950623,1983,5,70657
"6386",6484,"Superman IV: The Quest for Peace","PG","Action",89,"Rotten",11,46,15681020,1987,3.7,48956
"6387",6485,"Man of Steel","PG-13","Action",143,"Rotten",56,334,291045518,2013,6.3,26
"6388",6486,"Superman Returns","PG-13","Action",154,"Certified-Fresh",75,267,200081192,2006,6.1,283306
"6389",6487,"Supermensch: The Legend of Shep Gordon","R","Documentary",84,"Certified-Fresh",78,79,213064,2014,7.4,3309
"6390",6488,"Supporting Characters","NR","Comedy",87,"Fresh",86,7,4917,2013,6.2,970
"6391",6489,"Surfer, Dude","R","Comedy",85,"Rotten",0,18,52132,2008,4.6,8840
"6392",6490,"Surf's Up","PG","Action",85,"Certified-Fresh",79,147,58867694,2007,6.7,80074
"6393",6491,"Surfwise","R","Documentary",93,"Certified-Fresh",98,46,269994,2008,7.2,1573
"6394",6492,"Surveillance","R","Drama",97,"Rotten",55,76,27349,2009,6.7,26
"6395",6493,"Surviving Christmas","PG-13","Comedy",90,"Rotten",7,115,11663156,2004,5.4,24782
"6396",6494,"Surviving Picasso","R","Drama",123,"Rotten",32,19,2021348,1996,6.3,7503
"6397",6495,"Surviving Progress","G","Art House",86,"Fresh",73,37,53953,2012,7.4,1847
"6398",6496,"Surviving the Game","R","Action",96,"Rotten",24,17,7727256,1994,6.2,12085
"6399",6497,"The Survivors","R","Comedy",104,"Rotten",9,11,14000000,1983,5.8,5342
"6400",6498,"Survivors Guide to Prison","NR","Documentary",102,"Fresh",100,14,8982,2018,7.1,1172
"6401",6499,"Sushi: The Global Catch","NR","Documentary",75,"Fresh",73,11,5757,2012,6.5,511
"6402",6500,"Suspect Zero","R","Drama",99,"Rotten",18,129,8725813,2004,5.8,19810
"6403",6501,"Suspended Animation","NR","Horror",114,"Rotten",52,25,8169,2003,5.2,533
"6404",6502,"Suspiria","R","Horror",152,"Fresh",65,325,2483472,2018,7.3,93367
"6405",6503,"The Swan Princess","G","Comedy",90,"Rotten",50,12,9771658,1994,6.4,25166
"6406",6504,"S.W.A.T.","PG-13","Action",116,"Rotten",48,168,116934650,2003,6,147852
"6407",6505,"Sweeney Todd: The Demon Barber of Fleet Street","R","Drama",117,"Certified-Fresh",86,229,52898073,2007,5.8,1075
"6408",6506,"Sweet Hearts Dance","R","Comedy",101,"Rotten",50,10,3790493,1988,5.7,900
"6409",6507,"The Sweet Hereafter","R","Drama",110,"Certified-Fresh",98,59,3263585,1997,7.5,35253
"6410",6508,"Sweet Home Alabama","PG-13","Comedy",108,"Rotten",38,159,127223418,2002,6.2,114073
"6411",6509,"Sweet Land","PG","Drama",110,"Certified-Fresh",85,73,1706325,2006,7.1,3961
