"","Title","LifetimeGross","contentR","Year","Runtime","imdbR","rottentmtR","imdbC","rottentmtC"
"6895","The Greatest Showman",174340174,"PG",2017,"105",7.5,56,279302,262
"6896","The Green Inferno",7192291,"R",2015,"100",5.3,38,44711,98
"6897","The Green Prince",258237,"PG-13",2014,"101",7.2,77,2686,52
"6898","The Grey",51580236,"R",2012,"86",6.4,79,47,208
"6899","The Grey Zone",517872,"R",2002,"108",7,69,10892,85
"6900","The Grudge",110359362,"PG-13",2004,"91",5.9,40,145079,162
"6901","The Guard",5360274,"R",2011,"\N",6.9,94,27,137
"6902","The Guilt Trip",37134215,"PG-13",2012,"95",5.8,37,37629,128
"6903","The Gunman",10664749,"R",2015,"52",5.9,16,56,177
"6904","The Hangover Part II",254464305,"R",2011,"102",6.4,33,498380,247
"6905","The Hangover Part III",112200072,"R",2013,"100",5.8,20,314567,205
"6906","The Happy House",2311,"NR",2013,"81",4.4,60,481,5
"6907","The Happy Poet",3400,"NR",2013,"85",6.1,73,271,11
"6908","The Happy Prince",466440,"R",2018,"105",6.2,72,5307,137
"6909","The Happy Sad",8395,"NR",2013,"87",5.4,71,450,14
"6910","The Happytime Murders",20706452,"R",2018,"91",5.4,23,28350,243
"6911","The Hate U Give",29719483,"PG-13",2018,"133",7.4,97,36482,220
"6912","The Hateful Eight",54117416,"R",2015,"168",7.8,75,592879,332
"6913","The Heartbreak Kid",36787257,"R",2007,"106",7,28,4945,158
"6914","The Heat",159582188,"R",2013,"117",6.6,66,172773,183
"6915","The Help",169708112,"PG-13",2011,"146",8.1,76,457008,227
"6916","The Hero",4077333,"R",2017,"106",8.4,78,44,113
"6917","The Hitman's Bodyguard",75468583,"R",2017,"118",6.9,43,230371,223
"6918","The Hobbit: An Unexpected Journey",303003568,"PG-13",2012,"169",7.8,64,821420,304
"6919","The Hobbit: The Battle of the Five Armies",255119788,"PG-13",2014,"144",7.4,59,528035,261
"6920","The Hobbit: The Desolation of Smaug",258366855,"PG-13",2013,"161",7.8,74,658150,247
"6921","The Hole in the Ground",21072,"R",2019,"90",5.6,83,18978,88
"6922","The Holiday",63224849,"PG-13",2006,"136",6.9,49,284424,156
"6923","The Hollars",1016985,"PG-13",2016,"88",6.6,47,13200,92
"6924","The Hollow",3755,"NR",2016,"64",7.3,40,35,5
"6925","The Homesman",2429989,"R",2014,"122",6.6,81,33350,153
"6926","The Hornet's Nest",312706,"R",2014,"64",5.7,72,169,18
"6927","The Horror Show",1738897,"R",1989,"95",5,0,4128,8
"6928","The Host",2201923,"R",2007,"125",5.8,93,115333,157
"6929","The House",25584504,"R",2017,"59",6.8,20,23,81
"6930","The House I Live In",210752,"NR",2012,"108",7.9,94,5332,66
"6931","The House of the Devil",101215,"R",2009,"95",6.3,85,46753,101
"6932","The House of the Spirits",6265311,"R",1994,"145",6.9,30,23116,37
"6933","The Housemaid",157961,"NR",2011,"114",6.2,69,190,71
"6934","The Human Resources Manager",64014,"NR",2011,"103",6.6,75,1425,32
"6935","The Human Scale",6878,"NR",2013,"83",7.2,64,774,11
"6936","The Hummingbird Project",371784,"R",2019,"111",6.2,58,14741,118
"6937","The Hundred-Foot Journey",54240821,"PG",2014,"122",7.3,67,83233,147
"6938","The Hunger",5979292,"R",1983,"97",6.6,53,26282,32
"6939","The Hunger Games",408010692,"PG-13",2012,"142",7.2,84,911851,310
"6940","The Hunger Games: Catching Fire",424668047,"PG-13",2013,"146",7.5,90,661073,290
"6941","The Hunger Games: Mockingjay - Part 1",337135885,"PG-13",2014,"123",6.6,69,453091,298
"6942","The Hunger Games: Mockingjay - Part 2",281723902,"PG-13",2015,"137",6.5,69,324732,288
"6943","The Hunt",613308,"NR",2013,"90",7.3,83,27,6
"6944","The Hunting Ground",405917,"PG-13",2015,"103",7.4,93,6329,72
"6945","The Hunting of the President",376612,"NR",2004,"90",6.9,74,936,57
"6946","The Huntsman: Winter's War",48390190,"PG-13",2016,"114",6.1,19,110362,215
"6947","The Hurricane Heist",6115825,"PG-13",2018,"103",5.1,47,20866,59
"6948","The Hurt Locker",17017811,"R",2009,"131",7.5,97,450498,285
"6949","The Hustle",35417038,"PG-13",2019,"97",4.5,13,375,165
"6950","The Identical",2827666,"PG",2014,"107",5.2,6,2874,69
"6951","The Ides of March",40962534,"R",2011,"101",7.1,84,223095,243
"6952","The Imaginarium of Doctor Parnassus",7689607,"PG-13",2009,"123",6.8,64,149791,197
"6953","The Imitation Game",91125683,"PG-13",2014,"114",8,89,762823,281
"6954","The Immigrant",2025328,"R",2014,"60",7.7,85,39,112
"6955","The Immortalists",9331,"NR",2014,"78",6.3,67,296,12
"6956","The Imposter",898317,"R",2012,"52",3,95,9,116
"6957","The Incredible Burt Wonderstone",22537881,"PG-13",2013,"100",5.9,38,73951,194
"6958","The Incredible Hulk",134806913,"PG-13",2008,"112",6.6,67,489722,233
"6959","The Indian Runner",191125,"R",1991,"127",6.9,74,9246,19
"6960","The Infiltrator",15436808,"R",2016,"92",6.5,72,716,179
"6961","The Innkeepers",78396,"R",2012,"101",5.5,79,35335,121
"6962","The Institute",8445,"R",2013,"89",3.4,0,211,5
"6963","The Intended",8106,"R",2004,"110",5.8,33,372,27
"6964","Intern",75764672,"PG-13",2015,"90",4.5,60,693,194
"6965","The Internship",44672764,"PG-13",2013,"119",6.3,35,204772,170
"6966","The Interrupters",282448,"NR",2011,"125",7.5,99,3552,93
"6967","The Intervention",32919,"R",2016,"\N",6.8,78,36,51
"6968","The Invisible War",71968,"NR",2012,"93",7.6,99,6935,72
"6969","The Invisible Woman",1234254,"R",2013,"72",6,75,2917,158
"6970","Invitation",231737,"NR",2016,"85",4.3,88,584,104
"6971","The Iran Job",23115,"NR",2012,"90",7.1,90,613,21
"6972","The Iron Lady",30017992,"PG-13",2011,"105",6.4,52,109609,234
"6973","The Iron Ministry",3159,"NR",2015,"82",6.7,89,278,18
"6974","The Island President",76398,"PG",2012,"101",7.2,98,1218,49
"6975","The Jimmy Show",1000,"R",2002,"96",5.2,40,594,10
"6976","The Journey",155475,"PG-13",2017,"126",6.8,68,1685,90
"6977","The Judge",47119388,"R",2014,"69",6,48,161,198
"6978","The Kids Grow Up",12095,"NR",2010,"90",6.8,59,163,17
"6979","The Kill Team",18983,"NR",2014,"79",7,90,1280,42
"6980","The Killer Inside Me",217277,"R",2010,"99",5.9,55,469,128
"6981","The Killing of a Sacred Deer",2291901,"R",2017,"121",7,80,153344,275
"6982","The King",282183,"R",2006,"198",7.6,57,1597,79
"6983","The Kingdom",47536778,"R",2007,"110",7,51,125983,188
"6984","The Kings of Summer",1315590,"R",2013,"95",7.1,76,81768,122
"6985","The King's Speech",138797449,"PG-13",2010,"118",8,94,678267,296
"6986","The Kitchen",4054,"R",2013,"76",6.4,24,82,225
"6987","The Lady",355391,"R",2012,"96",5.7,36,149,72
"6988","The Land",43756,"R",2016,"104",6.4,70,1751,20
"6989","The Last Big Thing",22731,"R",1998,"98",6.4,67,408,6
"6990","The Last Black Man in San Francisco",4187238,"R",2019,"121",7.3,92,19391,205
"6991","The Last Dragon",25754284,"PG-13",1985,"109",6.8,58,16030,19
"6992","The Last Exorcism Part II",15179302,"PG-13",2013,"88",4,15,16402,72
"6993","The Last King",8905,"R",2016,"110",4.7,89,77,9
"6994","The Last Lions",635325,"PG",2011,"88",8.2,87,4204,38
"6995","The Last Mountain",122961,"PG",2011,"107",7.2,81,327,42
"6996","The Last Race",11947,"NR",2018,"75",5.7,93,271,15
"6997","The Last Ride",27000,"PG-13",2011,"57",5.6,47,237,19
"6998","The Last Seduction",5842603,"R",1994,"110",7,94,23628,51
"6999","The Last September",478053,"R",2000,"103",6,42,919,24
"7000","The Last Shot",464275,"R",2004,"31",7.3,62,13,68
"7001","The Last Starfighter",28733290,"PG",1984,"101",6.7,74,42799,31
"7002","The Last Witch Hunter",27367660,"PG-13",2015,"106",5.9,18,104251,136
"7003","The Lazarus Effect",25801047,"PG-13",2015,"83",5.2,16,43879,107
"7004","The Ledge",9216,"R",2011,"101",6.5,14,19637,29
"7005","The Legend of Hercules",18848538,"PG-13",2014,"99",4.2,4,54750,82
"7006","The Legend of Tarzan",126643061,"PG-13",2016,"110",6.2,36,177138,253
"7007","The Leisure Seeker",3226443,"R",2017,"112",6.7,38,8954,108
"7008","The Lesser Blessed",2732,"R",2013,"86",6.1,50,652,6
"7009","The Letters",1647416,"PG",2015,"74",6.3,29,222,38
"7010","The Levelling",3040,"R",2017,"83",6.4,94,2640,34
"7011","The Liberator",113067,"R",2014,"\N",8.9,38,8,26
"7012","The Lie",3000,"R",2011,"85",7.1,74,37,19
"7013","The Light Between Oceans",12545979,"PG-13",2016,"133",7.2,61,56996,231
"7014","The Lion King",422783777,"G",1994,"88",8.5,93,1046295,129
"7015","The Little Death",18238,"PG-13",2015,"91",4.8,61,278,57
"7016","The Little Hours",1647175,"R",2017,"90",5.8,78,23136,127
"7017","The Little Mermaid",111543479,"G",1989,"83",7.6,93,262103,71
"7018","The Little Rascals",52125282,"PG",1994,"82",6.3,23,50130,13
"7019","The Little Stranger",713143,"R",2018,"111",5.5,65,10111,140
"7020","The Living",5514,"R",2015,"77",9.2,50,10,8
"7021","The Living End",692585,"R",1992,"81",6.5,57,3357,7
"7022","The Lodgers",7362,"R",2018,"92",5.1,56,9216,45
"7023","The Loft",6002684,"R",2015,"108",6.3,14,56785,42
"7024","The Lone Ranger",89302115,"PG-13",2013,"264",6.7,30,226,246
"7025","The Loneliest Planet",129579,"NR",2012,"113",5.5,74,4107,65
"7026","The Long Dumb Road",4667,"R",2018,"90",6.1,75,3275,28
"7027","The Longest Ride",37446117,"PG-13",2015,"123",7,31,83263,124
"7028","The Look of Love",21252,"NR",2013,"101",6,54,7043,74
"7029","The Look of Silence",109089,"PG-13",2015,"103",8.3,96,13006,136
"7030","The Lord of the Rings: The Fellowship of the Ring",315544750,"PG-13",2001,"178",8.8,91,1847676,233
"7031","The Lord of the Rings: The Return of the King",377845905,"PG-13",2003,"201",9,93,1821850,275
"7032","The Lord of the Rings: The Two Towers",342551365,"PG-13",2002,"179",8.8,95,1645048,255
"7033","The Lords of Salem",1165882,"R",2013,"101",5.2,46,30358,65
"7034","The Lost City of Z",8580410,"PG-13",2017,"141",6.6,87,91424,245
"7035","The Love Letter",8302478,"PG-13",1999,"99",7.2,33,2176,51
"7036","The Love Punch",266588,"PG-13",2014,"94",5.7,29,14833,56
"7037","The Love Witch",228894,"NR",2016,"68",2.7,95,23,110
"7038","The Lovers",2194521,"R",2017,"109",4.5,8,3308,13
"7039","The Loving Story",4218,"NR",2012,"77",7.6,100,886,19
"7040","The Low Life",45436,"R",1996,"96",5.9,56,594,9
"7041","The Lucky One",60457138,"PG-13",2012,"101",6.4,20,108880,148
"7042","The Lunchbox",4235151,"PG",2014,"104",7.8,97,56385,117
"7043","The Magic of Belle Isle",102388,"PG",2012,"109",6.9,29,19065,34
"7044","The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",183342,"NR",2011,"104",6.8,84,571,25
"7045","The Man Who Invented Christmas",5676486,"PG",2017,"104",7,79,16144,171
"7046","The Man Who Killed Don Quixote",391963,"NR",2019,"132",6.3,64,19992,122
"7047","The Man Who Knew Infinity",3866794,"PG-13",2016,"108",7.2,63,57581,129
"7048","The Martian",228433663,"PG-13",2015,"144",8,91,844983,374
"7049","The Masked Saint",182695,"PG-13",2016,"105",4.6,14,705,7
"7050","The Master",16377274,"R",2012,"138",7.1,85,174599,253
"7051","The Maze Runner",102427862,"PG-13",2014,"113",6.8,65,464068,171
"7052","The Meddler",4267218,"PG-13",2016,"103",6.3,85,13075,143
"7053","The Meg",145443742,"PG-13",2018,"113",5.6,46,171099,300
"7054","The Mercy",29538,"NR",2018,"112",6,74,8699,82
"7055","The Messengers",35374833,"PG-13",2007,"90",5.3,12,40019,84
"7056","The Mighty Macs",1891936,"G",2011,"99",6.4,47,1643,51
"7057","The Miners' Hymns",6051,"NR",2012,"52",7.4,100,110,10
"7058","The Miracle Season",10230620,"PG",2018,"101",6.5,51,5584,45
"7059","Hidden Chambers",69915,"NR",1998,"97",5.5,100,116,17
"7060","The Miseducation of Cameron Post",904703,"NR",2018,"91",6.6,86,22855,186
"7061","The Monster",638645,"R",1996,"86",6.2,81,1194,48
"7062","The Monuments Men",78031620,"PG-13",2014,"118",6.1,30,132313,253
"7063","The Mortal Instruments: City of Bones",31165421,"PG-13",2013,"130",5.8,13,134340,126
"7064","The Moth Diaries",3838,"R",2012,"82",4.9,13,6654,46
"7065","The Mountain Between Us",30348555,"PG-13",2017,"112",6.4,38,75510,171
"7066","The Muppets",88631237,"PG",2011,"120",7.1,95,92764,228
"7067","The Music Never Stopped",258223,"PG",2011,"105",7.5,67,8380,49
"7068","The Mustang",5043620,"R",2019,"96",6.8,95,12742,131
"7069","The Naked Gun: From the Files of Police Squad!",78756177,"PG-13",1988,"85",7.6,88,169447,57
"7070","The Neon Demon",1333124,"R",2016,"117",6.1,59,95729,254
"7071","The Nice Guys",36261763,"R",2016,"116",7.3,92,325403,313
"7072","The Night Before",43047372,"R",2015,"90",6.1,68,3262,156
"7073","The Night Listener",7836393,"R",2006,"91",5.9,40,15509,136
"7074","The Night We Never Met",1884814,"R",1993,"99",6,56,2914,9
"7075","The Nightmare",28281,"NR",2015,"91",5.7,67,6874,61
"7076","The Nines",63165,"R",2007,"100",6.2,65,33930,60
"7077","The November Man",25018119,"R",2014,"108",6.2,35,68148,130
"7078","The Number 23",35193167,"R",2007,"98",6.4,8,202939,190
"7079","The Nun",117450119,"R",2018,"96",5.3,25,140264,202
"7080","The Nut Job",64251541,"PG",2014,"85",5.7,13,28713,96
"7081","The Nut Job 2: Nutty by Nature",28370522,"PG",2017,"91",5.5,14,6706,63
"7082","The Nutcracker and the Four Realms",54858851,"PG",2018,"99",5.5,32,33572,202
"7083","The Odd Life of Timothy Green",51854875,"PG",2012,"105",6.6,36,47104,131
"7084","The Old Man & the Gun",11277120,"PG-13",2018,"93",6.7,93,46081,267
"7085","The One",43905746,"PG-13",2001,"87",5.9,14,92532,86
"7086","The One I Love",513447,"R",2014,"91",7,82,40129,93
"7087","The Ones Below",12488,"R",2016,"87",6.1,76,10487,49
"7088","The Only Real Game",5384,"NR",2014,"82",7.2,100,27,7
"7089","The Oranges",366377,"R",2012,"90",5.8,31,13055,78
"7090","The Order of Myths",62645,"NR",2008,"97",6.9,100,400,32
"7091","The Other Dream Team",135228,"NR",2012,"89",8.3,88,3593,32
"7092","The Other F Word",53714,"NR",2011,"98",7.3,78,2004,36
"7093","The Other Side of Heaven",4720371,"PG",2001,"113",6.3,30,4474,43
"7094","The Other Side of the Door",3000342,"R",2016,"90",3.3,35,9,37
"7095","The Other Woman",25423,"R",2011,"81",6.4,39,227,46
"7096","The Ottoman Lieutenant",240978,"NR",2017,"106",6.4,19,25822,36
"7097","The Outcasts",1455,"PG-13",2017,"95",8.1,56,48,9
"7098","The Overnight",1110522,"R",2015,"88",7.3,83,149,132
"7099","The Overnighters",110763,"PG-13",2014,"102",7.4,97,2473,73
"7100","The Paperboy",693286,"R",2012,"107",5.7,45,37931,146
"7101","The Peanuts Movie",130178411,"G",2015,"88",7,87,46254,197
"7102","The People I've Slept With",19137,"NR",2010,"89",4.8,27,776,11
"7103","The Perfect Family",110313,"PG-13",2012,"84",5.5,50,1547,34
"7104","The Perfect Guy",57027435,"PG-13",2015,"100",5.6,18,10786,45
"7105","The Perfect Match",9669521,"R",2016,"92",4.7,22,120,18
"7106","The Perfect Weapon",14061361,"R",1991,"90",5.9,45,4455,11
"7107","The Perks of Being a Wallflower",17742948,"PG-13",2012,"103",8,86,508234,166
"7108","The Pillow Book",2372744,"NC17",1997,"126",6.5,67,13115,54
"7109","The Playroom",5964,"NR",2013,"30",7.2,54,9,24
"7110","The Pool",95102,"R",2008,"\N",7.3,96,23,47
"7111","The Possession",49130154,"PG-13",2012,"92",5.9,39,60455,99
"7112","The Possession of Hannah Grace",14837422,"R",2018,"86",5.2,18,23137,55
"7113","The Post",81903458,"PG-13",2017,"116",7.2,88,150975,398
"7114","The Preppie Connection",11558,"R",2016,"95",6.1,11,3741,9
"7115","The President",7578,"PG-13",2016,"119",7.3,84,1678,25
"7116","The Pretty One",13769,"R",2014,"90",6.3,50,9700,34
"7117","The Prey",13959,"NR",2013,"80",4.4,73,1524,22
"7118","The Principal",19734940,"R",1987,"109",6.3,50,10629,10
"7119","The Prodigy",14856291,"R",2019,"120",5.3,41,907,80
"7120","The Promise",669625,"PG-13",2006,"97",6.4,51,771,160
"7121","The Public",573503,"PG-13",2019,"119",6.6,65,4124,95
"7122","The Puffy Chair",194523,"R",2006,"85",6.5,77,5136,52
"7123","The Punk Singer",122742,"NR",2013,"81",7.4,91,2931,66
"7124","The Purge",64473115,"R",2013,"85",5.7,40,223434,154
"7125","The Purge: Anarchy",71962800,"R",2014,"103",6.4,57,152388,140
"7126","The Purge: Election Year",79213375,"R",2016,"108",6,56,101531,160
"7127","The Pyramid",2756333,"R",2014,"94",4.4,14,151,44
"7128","The Queen of Versailles",2401999,"PG",2012,"103",7.1,95,13299,117
"7129","The Quiet",381420,"R",2006,"96",6.2,22,16833,95
"7130","The Quiet One",37010,"NR",2019,"65",6.5,65,284,34
"7131","The Quiet Ones",8509867,"PG-13",2014,"\N",5.4,37,79,84
"7132","The Railway Man",4438438,"R",2014,"116",7.1,66,40526,125
"7133","The Raven",16008272,"R",2012,"57",5.5,22,108,141
"7134","The Real Blonde",83488,"R",1998,"105",6,34,4172,29
"7135","The Real Dirt on Farmer John",65429,"NR",2006,"82",7.4,88,638,42
"7136","The Reflecting Skin",17042,"R",1991,"96",6.7,88,8631,16
"7137","The Reluctant Fundamentalist",552959,"R",2013,"130",6.8,57,14212,99
"7138","The Remaining",1169603,"PG-13",2014,"88",4.3,60,7301,10
"7139","The Retrieval",50257,"R",2014,"92",6.6,93,2624,28
"7140","The Revenant",183637894,"R",2015,"117",6.3,58,11051,26
"7141","The Revisionaries",22664,"NR",2012,"92",7,92,685,13
"7142","The Rider",2419031,"R",2018,"104",7.4,97,18912,182
"7143","The Right Kind of Wrong",2098,"R",2014,"97",6.1,17,9684,18
"7144","The Riot Act",75506,"PG-13",2018,"101",4.3,63,265,19
"7145","The Rite",33047633,"PG-13",2011,"114",6,21,98471,173
"7146","The River",11489982,"NR",1984,"84",7.3,92,608,24
"7147","The Road to Wellville",6562513,"R",1994,"118",5.9,41,12483,17
"7148","The Roommate",37300107,"PG-13",2011,"97",6.6,3,60,86
"7149","The Rover",1114423,"R",2014,"103",6.4,66,48572,168
"7150","The Royal Tenenbaums",52364010,"R",2001,"110",7.6,80,291837,210
"7151","The Ruins",17432844,"R",2008,"90",5.9,48,75433,96
"7152","The Runaways",3573673,"R",2010,"76",7.5,69,26,189
"7153","The Rundown",47726342,"PG-13",2003,"104",6.6,69,107701,153
"7154","The Sacrament",9221,"R",2014,"99",6,63,19119,71
"7155","The Sacrifice",81963,"PG",2014,"95",5.2,86,31,42
"7156","The Salt of the Earth",1343349,"PG-13",2015,"110",8.4,95,21833,94
"7157","The Salvation",44903,"R",2015,"92",6.7,72,39739,79
"7158","The Samaritan",2521,"R",2012,"90",5.6,26,9965,35
"7159","The Santa Clause 2",139236327,"G",2002,"104",5.7,56,57104,122
"7160","The Sapphires",2450867,"PG-13",2013,"103",7,91,14554,137
"7161","The Sasquatch Gang",9458,"PG-13",2007,"86",6.1,46,4877,13
"7162","The Sea",75994,"NR",2003,"86",5.9,52,403,21
"7163","The Sea of Trees",20444,"PG-13",2016,"110",6.1,17,15888,52
"7164","The Seagull",1252960,"PG-13",2018,"98",5.7,67,3671,125
"7165","The Seasons In Quincy: Four Portraits of John Berger",28456,"NR",2016,"90",6.7,71,233,24
"7166","The Second Best Exotic Marigold Hotel",33078266,"PG",2015,"122",6.5,65,34038,187
"7167","The Secret Life of Pets",368384330,"PG",2016,"87",6.5,73,201979,232
"7168","The Secret Life of Pets 2",154899025,"PG",2019,"86",6.4,60,62186,159
"7169","The Secret Life of Words",20678,"NR",2006,"115",7.4,69,12658,39
"7170","The Selfish Giant",12189,"NR",2013,"91",7.3,98,12240,85
"7171","The Sensation of Sight",23457,"R",2007,"134",6.4,50,615,6
"7172","The Sessions",6002451,"R",2012,"95",7.2,91,42855,203
"7173","The Seven Five",48869,"R",2015,"104",7.6,83,5890,29
"7174","The Seventh Fire",30112,"NR",2016,"76",6,92,194,26
"7175","The Shack",57386418,"PG-13",2017,"132",6.2,21,36083,72
"7176","The Shallows",55124043,"PG-13",2016,"86",6.3,78,133286,219
"7177","The Shape of Water",63859435,"R",2017,"70",7.3,92,41,448
"7178","The Short Game",39819,"PG",2013,"99",7.3,84,1588,19
"7179","The Singing Revolution",426855,"G",2007,"94",8.4,83,621,36
"7180","The Sitter",30441326,"R",2011,"92",5.1,22,249,112
"7181","The Skeleton Twins",5284309,"R",2014,"93",6.8,87,42673,166
"7182","The Smurfs",142614158,"PG",2011,"103",5.4,21,90721,119
"7183","The Smurfs 2",71017784,"PG",2013,"105",5.3,14,42398,95
"7184","The Snowman",6700035,"G",2017,"\N",7.1,80,38,5
"7185","The Son of No One",30680,"R",2011,"90",5.1,15,17255,39
"7186","The Song",1009620,"PG-13",2014,"116",5.9,31,2235,13
"7187","The Souvenir",1036737,"R",2019,"120",6.4,89,12794,172
"7188","The Space Between Us",7885294,"PG-13",2017,"120",6.4,16,53169,135
"7189","The Spectacular Now",6854611,"R",2013,"95",7.1,91,154217,169
"7190","The Spirit",19806188,"PG-13",2008,"74",5.4,14,257,113
"7191","The SpongeBob Movie: Sponge Out of Water",162994032,"PG",2015,"92",6,81,55732,104
"7192","The Spy Who Dumped Me",33562069,"R",2018,"117",6,49,77847,206
"7193","The Square",1502347,"R",2017,"105",6.7,86,5985,85
"7194","The Stanford Prison Experiment",660561,"R",2015,"122",6.8,84,42880,99
"7195","The Strangers",52597610,"R",2008,"86",6.1,48,131346,164
"7196","The Stray",1579440,"PG",2017,"90",4.2,40,420,10
"7197","The Suicide Theory",6434,"R",2015,"98",6.5,79,2630,19
"7198","The Summit",243550,"R",2013,"95",7.2,65,51,37
"7199","The Sun Is Also a Star",4950029,"PG-13",2019,"100",5.9,51,7493,101
"7200","The Sunshine Makers",10042,"NR",2017,"101",7,100,1423,9
"7201","The Sweeney",26650,"R",2013,"112",6.1,45,19802,64
"7202","The Swindle",250899,"NR",1998,"91",5.3,69,21,26
"7203","The Switch",27779426,"PG-13",2010,"91",7,52,113,154
"7204","The Texas Chainsaw Massacre: The Beginning",39517763,"R",2006,"91",5.8,13,73329,86
"7205","The Theory of Everything",35893537,"PG-13",2014,"\N",6.3,80,27,270
"7206","The Tiger Hunter",62398,"NR",2017,"94",6,78,1070,18
"7207","The Tillman Story",802535,"R",2010,"94",7.7,93,5258,88
"7208","The Time Being",5274,"NR",2013,"85",5.5,28,836,18
"7209","The Tomorrow Man",354103,"PG-13",2019,"120",5.2,41,352,56
"7210","The Town",92186262,"R",2010,"125",7.5,93,389377,231
"7211","The Transporter Refueled",16029670,"PG-13",2015,"96",5.2,16,42405,101
"7212","The Treasure",50203,"NR",2016,"87",5,95,111,37
"7213","The Tree",71158,"NR",2011,"92",6.2,72,7,67
"7214","The Tree of Life",13303319,"PG-13",2011,"139",6.8,85,177285,286
"7215","The Trials of Darryl Hunt",1217,"PG-13",2007,"106",7.6,100,1055,11
"7216","The Tribe",150564,"NR",2015,"73",5.8,88,24,132
"7217","The Trip to Spain",1157604,"NR",2017,"108",6.6,83,6093,107
"7218","The Triumph of Love",447267,"PG-13",2002,"112",5.8,48,1588,73
"7219","The Trouble with Bliss",13093,"PG-13",2012,"97",5.3,33,2698,18
"7220","The Truth About Emanuel",4404,"NR",2014,"95",6,37,9426,30
"7221","Transatlantic Tunnel",46296,"NR",2005,"94",6,100,867,7
"7222","The Two Faces of January",507463,"PG-13",2014,"96",6.2,80,32037,123
"7223","The Two Jakes",10005969,"R",1990,"137",6.1,65,14216,20
"7224","The Ultimate Life",1327149,"PG",2013,"105",5.9,18,1450,11
"7225","The Uncondemned",14393,"NR",2016,"81",8.2,100,49,13
"7226","The Unforeseen",90287,"NR",2008,"88",6.9,90,356,42
"7227","The Unknown Known",276497,"PG-13",2014,"103",7,82,4154,105
"7228","The Upside",108252517,"PG-13",2019,"126",7,42,56685,184
"7229","The Valet",1926800,"PG-13",2007,"124",6.7,70,12355,82
"7230","The Vatican Tapes",1784763,"PG-13",2015,"91",4.8,20,19806,45
"7231","The Vault",5728,"NR",2017,"87",2.3,25,260,28
"7232","The Very Thought of You",98378,"PG-13",1999,"99",7,33,629,9
"7233","The Virginity Hit",636706,"R",2010,"86",4.5,29,3929,49
"7234","The Visit",65206105,"PG-13",2015,"100",7.4,68,1795,228
"7235","The Void",151042,"NR",2017,"90",5.8,78,36472,74
"7236","The Vow",125014030,"PG-13",2012,"104",6.8,31,194664,135
"7237","The Wait",2480,"R",2014,"87",6.2,31,446,13
"7238","The Waiting Room",244951,"NR",2012,"110",6.5,60,666,5
"7239","The Walk",10137502,"PG",2015,"120",7.1,83,49,272
"7240","The Wall",1803064,"R",2017,"135",6.9,65,212,125
"7241","The War Within",74655,"R",2005,"90",6.8,72,1235,57
"7242","The Watch",35353000,"R",2012,"87",5.1,17,894,163
"7243","The Water Diviner",4196641,"R",2015,"111",7,61,75467,150
"7244","The Wave",177404,"R",2016,"44",7.1,67,3190,36
"7245","The Way Back",2701859,"PG-13",2011,"133",7.3,74,116905,139
"7246","The We and the I",42172,"NR",2013,"103",6.1,70,2097,43
"7247","The Weather Underground",564632,"NR",2003,"92",7.5,91,3658,58
"7248","The Wedding Guest",386166,"R",2019,"96",5.8,44,5819,73
"7249","The Wedding Ringer",64460211,"R",2015,"101",6.6,29,76442,111
"7250","The Weekend",32050,"R",2000,"97",6.2,86,312,22
"7251","The Whale",81881,"G",2011,"85",8.1,83,714,23
"7252","The Whistleblower",1124966,"R",2011,"112",7.1,75,34146,119
"7253","The White Crow",1826584,"R",2019,"127",6.6,66,6416,131
"7254","The Wicker Man",23649127,"R",2006,"88",7.5,89,81124,54
"7255","The Wife",9601092,"R",2018,"101",6.7,86,342,223
"7256","The Wild",37384046,"G",2006,"87",5.4,19,51,112
"7257","The Wild Life",11020375,"PG",1984,"96",6,17,2831,58
"7258","The Wind",28252,"R",2019,"95",8,82,6715,68
"7259","The Winding Stream",33420,"NR",2015,"90",7.7,100,242,9
"7260","The Winner",26004,"R",1997,"58",2.6,17,25,6
"7261","The Winter Guest",870290,"R",1997,"108",6.9,65,3562,26
"7262","The Witch",25138705,"R",2016,"80",6.7,90,7,325
"7263","The Witches",10360553,"PG",1990,"90",5.8,93,2884,43
"7264","The Wolf of Wall Street",116900694,"R",2013,"90",6.7,80,49,284
"7265","The Wolfpack",1301696,"R",2015,"90",7,86,12961,146
"7266","The Wolverine",132556852,"PG-13",2013,"\N",7.4,71,30,256
"7267","The Woman in Black",54333290,"PG-13",2012,"55",6.3,67,32,193
"7268","The Words",11494838,"PG-13",2012,"102",7,24,78478,128
"7269","The World Before Your Feet",268644,"NR",2018,"95",7.6,100,688,31
"7270","The World's End",26004851,"R",2013,"109",6.9,89,281788,241
"7271","The Wrestler",26238243,"R",2008,"95",5.2,98,232,231
"7272","The Year of the Yao",35591,"PG",2005,"88",7.2,67,1134,33
"7273","The Yes Men Are Revolting",50190,"R",2015,"91",6.7,81,763,32
"7274","The Young Girl and the Monsoon",9186,"NR",2001,"90",5.4,53,183,19
"7275","The Young Messiah",6490401,"PG",2016,"111",5.7,49,3610,39
"7276","The Zero Theorem",257706,"R",2014,"107",6,49,47769,129
"7277","The Zookeeper's Wife",17571660,"PG-13",2017,"127",7,63,43484,178
